trait_family,trait_value,base_site,survey_start,site_start,X_start,Y_start,value_start,survey_end,site_end,X,Y,value_end,delta,direction,delta_sd,standardized_change,abs_standardized_change,winner_label,signed_winner_change
Thermal,Thermal group: cold,BD41,BD41_1,BD41,472500.0753691514,6257499.700065501,0.26264710625893767,BD41_3,BD41,472500.0753691514,6257499.700065501,0.21788190438773164,-0.04476520187120603,Decrease,0.018306465811002055,-2.4453219061159506,2.4453219061159506,Thermal: Thermal group: cold,-2.4453219061159506
Migration,short-and long-distance,BD42,BD42_1,BD42,472500.0892348051,6262499.638397401,0.0012148581055406301,BD42_3,BD42,472500.0892348051,6262499.638397401,0.01852469319786667,0.01730983509232604,Increase,0.005534462869832597,3.1276449945448124,3.1276449945448124,Migration: short-and long-distance,3.1276449945448124
Foraging guild,Plovers,BD43,BD43_1,BD43,472500.0750117887,6267499.724942416,0.06350562441990057,BD43_3,BD43,472500.0750117887,6267499.724942416,0.038195614647866805,-0.025310009772033765,Decrease,0.011480832277377154,-2.204544858817147,2.204544858817147,Foraging guild: Plovers,-2.204544858817147
Foraging guild,Dabbling ducks,BD44,BD44_1,BD44,472500.09313145553,6272499.736661749,0.062249942831533255,BD44_3,BD44,472500.09313145553,6272499.736661749,0.02446463601921899,-0.03778530681231426,Decrease,0.010532037429120672,-3.5876540571190305,3.5876540571190305,Foraging guild: Dabbling ducks,-3.5876540571190305
Foraging guild,Scolopacids,BD45,BD45_1,BD45,472500.082515051,6277499.673930096,0.04663373341306586,BD45_3,BD45,472500.082515051,6277499.673930096,0.008274510796419544,-0.038359222616646316,Decrease,0.011717888545512397,-3.2735609719838785,3.2735609719838785,Foraging guild: Scolopacids,-3.2735609719838785
Foraging guild,Terns,BD46,BD46_1,BD46,472500.04509961524,6282499.759338391,0.03754840923149739,BD46_3,BD46,472500.04509961524,6282499.759338391,0.01179641178601204,-0.02575199744548535,Decrease,0.0061841138867764186,-4.164217851898107,4.164217851898107,Foraging guild: Terns,-4.164217851898107
Foraging guild,Terns,BD47,BD47_1,BD47,472500.0410912281,6287499.769842108,0.043188944169360914,BD47_3,BD47,472500.0410912281,6287499.769842108,0.019150297660956023,-0.02403864650840489,Decrease,0.0061841138867764186,-3.8871610304278326,3.8871610304278326,Foraging guild: Terns,-3.8871610304278326
Foraging guild,Terns,BD48,BD48_1,BD48,472500.0707461879,6292499.705413405,0.037296572636198365,BD48_3,BD48,472500.0707461879,6292499.705413405,0.010329797127529494,-0.02696677550866887,Decrease,0.0061841138867764186,-4.360653119007449,4.360653119007449,Foraging guild: Terns,-4.360653119007449
Migration,short-and long-distance,BD49,BD49_1,BD49,472500.07474827545,6297499.789050161,0.0044549391594772714,BD49_3,BD49,472500.07474827545,6297499.789050161,0.017627670393677356,0.013172731234200085,Increase,0.005534462869832597,2.3801282155134462,2.3801282155134462,Migration: short-and long-distance,2.3801282155134462
Foraging guild,Passerine seedeaters,BD50,BD50_1,BD50,477500.11881933274,6252499.615843311,0.09032598508430989,BD50_3,BD50,477500.11881933274,6252499.615843311,0.11644958176929208,0.026123596684982195,Increase,0.011614695957552051,2.24918472084465,2.24918472084465,Foraging guild: Passerine seedeaters,2.24918472084465
Foraging guild,Passerine seedeaters,BD51,BD51_1,BD51,477500.0634254692,6257499.690373675,0.08715119092565926,BD51_3,BD51,477500.0634254692,6257499.690373675,0.11498203304002168,0.027830842114362417,Increase,0.011614695957552051,2.3961748302387873,2.3961748302387873,Foraging guild: Passerine seedeaters,2.3961748302387873
Foraging guild,Terns,BD55,BD55_1,BD55,477500.05691394093,6277499.685499792,0.029967216144260334,BD55_3,BD55,477500.05691394093,6277499.685499792,0.014296221035717597,-0.015670995108542737,Decrease,0.0061841138867764186,-2.5340728510922568,2.5340728510922568,Foraging guild: Terns,-2.5340728510922568
Foraging guild,Terns,BD56,BD56_1,BD56,477500.0801616678,6282499.719876353,0.03981968911530057,BD56_3,BD56,477500.0801616678,6282499.719876353,0.014835245606393594,-0.02498444350890698,Decrease,0.0061841138867764186,-4.0401008077053016,4.0401008077053016,Foraging guild: Terns,-4.0401008077053016
Thermal,Thermal group: very cold,BD57,BD57_1,BD57,477500.05835724296,6287499.679689139,0.1807441304199495,BD57_3,BD57,477500.05835724296,6287499.679689139,0.09343055173910603,-0.08731357868084347,Decrease,0.021531022393597752,-4.055245361075197,4.055245361075197,Thermal: Thermal group: very cold,-4.055245361075197
Foraging guild,Scolopacids,BD58,BD58_1,BD58,477500.0542861005,6292499.787203539,0.03774097556034501,BD58_3,BD58,477500.0542861005,6292499.787203539,0.009434363331659508,-0.028306612228685503,Decrease,0.011717888545512397,-2.415675155019809,2.415675155019809,Foraging guild: Scolopacids,-2.415675155019809
Foraging guild,Terns,BD59,BD59_1,BD59,477500.06639862224,6297499.708461465,0.01825877589029403,BD59_3,BD59,477500.06639862224,6297499.708461465,0.0036740079199600703,-0.014584767970333961,Decrease,0.0061841138867764186,-2.3584248669030474,2.3584248669030474,Foraging guild: Terns,-2.3584248669030474
Migration,short-and long-distance,BD60,BD60_1,BD60,482500.06846866757,6252499.64834874,9.377138958881569e-4,BD60_3,BD60,482500.06846866757,6252499.64834874,0.01653435858638405,0.015596644690495895,Increase,0.005534462869832597,2.8180954606291637,2.8180954606291637,Migration: short-and long-distance,2.8180954606291637
Migration,short-and long-distance,BD61,BD61_1,BD61,482500.09796961857,6257499.682375004,0.0022107388706865015,BD61_3,BD61,482500.09796961857,6257499.682375004,0.024490276142969985,0.022279537272283483,Increase,0.005534462869832597,4.025600640258226,4.025600640258226,Migration: short-and long-distance,4.025600640258226
Foraging guild,Passerine seedeaters,BD64,BD64_1,BD64,482500.05279373936,6272499.67016245,0.06454357978493154,BD64_3,BD64,482500.05279373936,6272499.67016245,0.1103186007394393,0.045775020954507764,Increase,0.011614695957552051,3.9411295071175885,3.9411295071175885,Foraging guild: Passerine seedeaters,3.9411295071175885
Foraging guild,Scolopacids,BD66,BD66_1,BD66,482500.0376611929,6282499.732977217,0.0391279862637435,BD66_3,BD66,482500.0376611929,6282499.732977217,0.011112499212544313,-0.02801548705119919,Decrease,0.011717888545512397,-2.3908306468683977,2.3908306468683977,Foraging guild: Scolopacids,-2.3908306468683977
Migration,short-and long-distance,BD67,BD67_1,BD67,482500.0596615541,6287499.763232267,5.806771484477035e-4,BD67_3,BD67,482500.0596615541,6287499.763232267,0.013685513261918752,0.013104836113471048,Increase,0.005534462869832597,2.3678605172153655,2.3678605172153655,Migration: short-and long-distance,2.3678605172153655
Foraging guild,Rails,BD68,BD68_1,BD68,482500.01980244165,6292499.718820099,0.031054971064966144,BD68_3,BD68,482500.01980244165,6292499.718820099,0.007618617018391233,-0.02343635404657491,Decrease,0.009207482708653023,-2.545359550287274,2.545359550287274,Foraging guild: Rails,-2.545359550287274
Foraging guild,Scolopacids,BD69,BD69_1,BD69,482500.0410989809,6297499.710512316,0.037014229498916626,BD69_3,BD69,482500.0410989809,6297499.710512316,0.004254457121361276,-0.03275977237755535,Decrease,0.011717888545512397,-2.7957060907616644,2.7957060907616644,Foraging guild: Scolopacids,-2.7957060907616644
Migration,short-and long-distance,BD70,BD70_1,BD70,487500.0817826781,6252499.672654292,0.0013106437658211144,BD70_3,BD70,487500.0817826781,6252499.672654292,0.016836708699413623,0.015526064933592508,Increase,0.005534462869832597,2.8053426861389585,2.8053426861389585,Migration: short-and long-distance,2.8053426861389585
Migration,short-and long-distance,BD71,BD71_1,BD71,487500.07274000347,6257499.676720983,6.219476350559157e-4,BD71_3,BD71,487500.07274000347,6257499.676720983,0.017265139211389995,0.01664319157633408,Increase,0.005534462869832597,3.0071918391671297,3.0071918391671297,Migration: short-and long-distance,3.0071918391671297
Migration,short-and long-distance,BD72,BD72_1,BD72,487500.10657854204,6262499.717117674,0.00257367866314026,BD72_3,BD72,487500.10657854204,6262499.717117674,0.017101206970330605,0.014527528307190344,Increase,0.005534462869832597,2.6249210897009347,2.6249210897009347,Migration: short-and long-distance,2.6249210897009347
Migration,short-and long-distance,BD73,BD73_1,BD73,487500.0600253826,6267499.6828794535,0.010735047184560555,BD73_3,BD73,487500.0600253826,6267499.6828794535,0.03088026446889217,0.020145217284331614,Increase,0.005534462869832597,3.639958882756215,3.639958882756215,Migration: short-and long-distance,3.639958882756215
Migration,short-and long-distance,BD74,BD74_1,BD74,487500.05668077216,6272499.684921809,0.001485245968810469,BD74_3,BD74,487500.05668077216,6272499.684921809,0.01570906316993917,0.0142238172011287,Increase,0.005534462869832597,2.5700447424916835,2.5700447424916835,Migration: short-and long-distance,2.5700447424916835
Foraging guild,Open-land insectivores,BD75,BD75_1,BD75,487500.09656343656,6277499.723220508,0.06960893588756846,BD75_3,BD75,487500.09656343656,6277499.723220508,0.04530258687977689,-0.02430634900779157,Decrease,0.0073465438531933455,-3.3085420156072782,3.3085420156072782,Foraging guild: Open-land insectivores,-3.3085420156072782
Foraging guild,Terns,BD76,BD76_1,BD76,487500.05683605693,6282499.686808519,0.02717030972779114,BD76_3,BD76,487500.05683605693,6282499.686808519,0.008807540721076654,-0.018362769006714484,Decrease,0.0061841138867764186,-2.96934521952771,2.96934521952771,Foraging guild: Terns,-2.96934521952771
Foraging guild,Owls,BD77,BD77_1,BD77,487500.0606638972,6287499.686602905,0.027576069902652055,BD77_3,BD77,487500.0606638972,6287499.686602905,0.010152202598985237,-0.017423867303666817,Decrease,0.005596576930679483,-3.113307923661719,3.113307923661719,Foraging guild: Owls,-3.113307923661719
Foraging guild,Owls,BD78,BD78_1,BD78,487500.04695056047,6292499.722763024,0.02731772104755106,BD78_3,BD78,487500.04695056047,6292499.722763024,0.012088116100192375,-0.015229604947358685,Decrease,0.005596576930679483,-2.7212357010358565,2.7212357010358565,Foraging guild: Owls,-2.7212357010358565
Foraging guild,Scolopacids,BD79,BD79_1,BD79,487500.0155984107,6297499.6839520885,0.041031662275080975,BD79_3,BD79,487500.0155984107,6297499.6839520885,0.006436056394573734,-0.03459560588050724,Decrease,0.011717888545512397,-2.9523753998971367,2.9523753998971367,Foraging guild: Scolopacids,-2.9523753998971367
Migration,short-and long-distance,BD80,BD80_1,BD80,492500.052342845,6252499.689303762,4.6159263813817575e-4,BD80_3,BD80,492500.052342845,6252499.689303762,0.013587259203464843,0.013125666565326667,Increase,0.005534462869832597,2.371624288397057,2.371624288397057,Migration: short-and long-distance,2.371624288397057
Migration,short-and long-distance,BD81,BD81_1,BD81,492500.0663517555,6257499.67318747,0.0012207567197765664,BD81_3,BD81,492500.0663517555,6257499.67318747,0.019244028463827896,0.018023271744051328,Increase,0.005534462869832597,3.256553014799878,3.256553014799878,Migration: short-and long-distance,3.256553014799878
Foraging guild,Passerine seedeaters,BD82,BD82_1,BD82,492500.0446139241,6262499.693544938,0.0697072619428414,BD82_3,BD82,492500.0446139241,6262499.693544938,0.10313531433680112,0.033428052393959726,Increase,0.011614695957552051,2.8780824324742054,2.8780824324742054,Foraging guild: Passerine seedeaters,2.8780824324742054
Migration,short-and long-distance,BD83,BD83_1,BD83,492500.04863837245,6267499.638934148,0.004305048993593803,BD83_3,BD83,492500.04863837245,6267499.638934148,0.024820519004715727,0.020515470011121924,Increase,0.005534462869832597,3.706858369752233,3.706858369752233,Migration: short-and long-distance,3.706858369752233
Migration,short-and long-distance,BD84,BD84_1,BD84,492500.0788364224,6272499.731946048,7.922477035014887e-4,BD84_3,BD84,492500.0788364224,6272499.731946048,0.017800284078702953,0.017008036375201464,Increase,0.005534462869832597,3.073114189257523,3.073114189257523,Migration: short-and long-distance,3.073114189257523
Migration,short-and long-distance,BD85,BD85_1,BD85,492500.0734845984,6277499.750050906,8.017074049624411e-4,BD85_3,BD85,492500.0734845984,6277499.750050906,0.015817242191325232,0.015015534786362791,Increase,0.005534462869832597,2.7130970320913854,2.7130970320913854,Migration: short-and long-distance,2.7130970320913854
Foraging guild,Dabbling ducks,BD86,BD86_1,BD86,492500.0328117953,6282499.693222406,0.06481108267559768,BD86_3,BD86,492500.0328117953,6282499.693222406,0.024956405792148403,-0.03985467688344928,Decrease,0.010532037429120672,-3.784137414215093,3.784137414215093,Foraging guild: Dabbling ducks,-3.784137414215093
Foraging guild,Passerine seedeaters,BD87,BD87_1,BD87,492500.0796249006,6287499.672523582,0.07995164293172509,BD87_3,BD87,492500.0796249006,6287499.672523582,0.1080082842729497,0.02805664134122461,Increase,0.011614695957552051,2.415615651392214,2.415615651392214,Foraging guild: Passerine seedeaters,2.415615651392214
Foraging guild,Passerine seedeaters,BD88,BD88_1,BD88,492500.0303709486,6292499.688262614,0.08591008680515129,BD88_3,BD88,492500.0303709486,6292499.688262614,0.11109615072107433,0.02518606391592304,Increase,0.011614695957552051,2.16846519340411,2.16846519340411,Foraging guild: Passerine seedeaters,2.16846519340411
Thermal,Thermal group: cold,BD89,BD89_1,BD89,492500.00758350815,6297499.740193662,0.25525359964164673,BD89_3,BD89,492500.00758350815,6297499.740193662,0.19050044630429322,-0.06475315333735351,Decrease,0.018306465811002055,-3.537173914718008,3.537173914718008,Thermal: Thermal group: cold,-3.537173914718008
Migration,short-and long-distance,BD90,BD90_1,BD90,497500.0588251114,6252499.698183741,7.488257136151436e-4,BD90_3,BD90,497500.0588251114,6252499.698183741,0.013578418982289392,0.012829593268674248,Increase,0.005534462869832597,2.3181279864765467,2.3181279864765467,Migration: short-and long-distance,2.3181279864765467
Foraging guild,Dabbling ducks,BD91,BD91_1,BD91,497500.03416951664,6257499.671954378,0.04197786324913117,BD91_3,BD91,497500.03416951664,6257499.671954378,0.017515404726130935,-0.024462458523000236,Decrease,0.010532037429120672,-2.32267105843761,2.32267105843761,Foraging guild: Dabbling ducks,-2.32267105843761
Migration,short-and long-distance,BD92,BD92_1,BD92,497500.0799421015,6262499.6820673505,0.003254004778092585,BD92_3,BD92,497500.0799421015,6262499.6820673505,0.01976069634363349,0.016506691565540906,Increase,0.005534462869832597,2.982528197183513,2.982528197183513,Migration: short-and long-distance,2.982528197183513
Migration,short-and long-distance,BD93,BD93_1,BD93,497500.07296910265,6267499.728574473,0.0017263433394478875,BD93_3,BD93,497500.07296910265,6267499.728574473,0.018471195573731006,0.016744852234283118,Increase,0.005534462869832597,3.025560497578983,3.025560497578983,Migration: short-and long-distance,3.025560497578983
Migration,short-and long-distance,BD94,BD94_1,BD94,497500.0748110663,6272499.700105536,6.796481006269755e-4,BD94_3,BD94,497500.0748110663,6272499.700105536,0.014349607200733057,0.013669959100106082,Increase,0.005534462869832597,2.46997033345705,2.46997033345705,Migration: short-and long-distance,2.46997033345705
Foraging guild,Diurnal raptors,BD95,BD95_1,BD95,497500.02420617704,6277499.707981611,0.007147145551551111,BD95_3,BD95,497500.02420617704,6277499.707981611,0.030426832023482685,0.023279686471931575,Increase,0.010732638859737756,2.169055232004741,2.169055232004741,Foraging guild: Diurnal raptors,2.169055232004741
Migration,short-and long-distance,BD96,BD96_1,BD96,497500.0438990338,6282499.752103166,7.545046029077459e-4,BD96_3,BD96,497500.0438990338,6282499.752103166,0.015530793309948622,0.014776288707040876,Increase,0.005534462869832597,2.6698686131916936,2.6698686131916936,Migration: short-and long-distance,2.6698686131916936
Foraging guild,Owls,BD97,BD97_1,BD97,497500.0724178304,6287499.721172826,0.024399396627351556,BD97_3,BD97,497500.0724178304,6287499.721172826,0.0097618649848699,-0.014637531642481657,Decrease,0.005596576930679483,-2.615443658469376,2.615443658469376,Foraging guild: Owls,-2.615443658469376
Migration,short-and long-distance,BD98,BD98_1,BD98,497500.04871990596,6292499.726513864,0.00813863736898559,BD98_3,BD98,497500.04871990596,6292499.726513864,0.03137601524349679,0.023237377874511203,Increase,0.005534462869832597,4.198669034564157,4.198669034564157,Migration: short-and long-distance,4.198669034564157
Thermal,Thermal group: cold,BD99,BD99_1,BD99,497500.0340011228,6297499.6567514995,0.26662013682580027,BD99_3,BD99,497500.0340011228,6297499.6567514995,0.21614162338502393,-0.050478513440776335,Decrease,0.018306465811002055,-2.7574144546479915,2.7574144546479915,Thermal: Thermal group: cold,-2.7574144546479915
Migration,short-and long-distance,BE03,BE03_1,BE03,452500.11633685895,6217499.746191076,0.0018911490511363989,BE03_3,BE03,452500.11633685895,6217499.746191076,0.020697899806021432,0.018806750754885034,Increase,0.005534462869832597,3.3981167092830975,3.3981167092830975,Migration: short-and long-distance,3.3981167092830975
