"site","start_occurrence","end_occurrence","species","species_label","comparison","change_class"
"CD89",0,0,"Astur_gentilis","Northern Goshawk
Astur gentilis","1990s to 2010s","Absent both"
"CD90",1,0,"Astur_gentilis","Northern Goshawk
Astur gentilis","1990s to 2010s","Loss"
"CD91",0,1,"Astur_gentilis","Northern Goshawk
Astur gentilis","1990s to 2010s","Gain"
"CD92",0,0,"Astur_gentilis","Northern Goshawk
Astur gentilis","1990s to 2010s","Absent both"
"CD93",0,0,"Astur_gentilis","Northern Goshawk
Astur gentilis","1990s to 2010s","Absent both"
"CD94",0,0,"Astur_gentilis","Northern Goshawk
Astur gentilis","1990s to 2010s","Absent both"
"CD95",0,0,"Astur_gentilis","Northern Goshawk
Astur gentilis","1990s to 2010s","Absent both"
"CD96",1,0,"Astur_gentilis","Northern Goshawk
Astur gentilis","1990s to 2010s","Loss"
"CD97",0,0,"Astur_gentilis","Northern Goshawk
Astur gentilis","1990s to 2010s","Absent both"
"CD98",1,1,"Astur_gentilis","Northern Goshawk
Astur gentilis","1990s to 2010s","Present both"
"CD99",1,1,"Astur_gentilis","Northern Goshawk
Astur gentilis","1990s to 2010s","Present both"
"CE10",0,1,"Astur_gentilis","Northern Goshawk
Astur gentilis","1990s to 2010s","Gain"
"CE11",1,1,"Astur_gentilis","Northern Goshawk
Astur gentilis","1990s to 2010s","Present both"
"CE12",0,0,"Astur_gentilis","Northern Goshawk
Astur gentilis","1990s to 2010s","Absent both"
"CE13",0,0,"Astur_gentilis","Northern Goshawk
Astur gentilis","1990s to 2010s","Absent both"
"CE14",0,0,"Astur_gentilis","Northern Goshawk
Astur gentilis","1990s to 2010s","Absent both"
"CE15",0,0,"Astur_gentilis","Northern Goshawk
Astur gentilis","1990s to 2010s","Absent both"
"CE16",1,0,"Astur_gentilis","Northern Goshawk
Astur gentilis","1990s to 2010s","Loss"
"CE17",1,0,"Astur_gentilis","Northern Goshawk
Astur gentilis","1990s to 2010s","Loss"
"CE18",0,0,"Astur_gentilis","Northern Goshawk
Astur gentilis","1990s to 2010s","Absent both"
"CE19",1,0,"Astur_gentilis","Northern Goshawk
Astur gentilis","1990s to 2010s","Loss"
"CE20",1,0,"Astur_gentilis","Northern Goshawk
Astur gentilis","1990s to 2010s","Loss"
"CE21",1,0,"Astur_gentilis","Northern Goshawk
Astur gentilis","1990s to 2010s","Loss"
"CE22",1,0,"Astur_gentilis","Northern Goshawk
Astur gentilis","1990s to 2010s","Loss"
"CE23",0,0,"Astur_gentilis","Northern Goshawk
Astur gentilis","1990s to 2010s","Absent both"
"CE24",0,0,"Astur_gentilis","Northern Goshawk
Astur gentilis","1990s to 2010s","Absent both"
"CE25",0,0,"Astur_gentilis","Northern Goshawk
Astur gentilis","1990s to 2010s","Absent both"
