atlas,permutation,variable_raw,variable,null_r2t_beta
1970s,63,prec_breeding,Precipitation,0.004337489539184472
1970s,63,hh,Land-use heterogeneity,0.005065423851646861
1970s,63,perc_urban,Urban,0.0042364587460215165
1970s,63,perc_cropland,Cropland,0.004805061045948991
1970s,63,perc_pasture,Pasture,0.005589896013984003
1970s,63,perc_forest,Forest,0.00899773959984683
1970s,63,perc_grass_shrub,Grass/shrubland,0.005250982256266062
1970s,64,tmean_breeding,Temperature,0.006665974190797966
1970s,64,prec_breeding,Precipitation,0.006067563581392667
1970s,64,hh,Land-use heterogeneity,0.004547001303372127
1970s,64,perc_urban,Urban,0.00553518846808971
1970s,64,perc_cropland,Cropland,0.0054495234571311675
1970s,64,perc_pasture,Pasture,0.004750561719429754
1970s,64,perc_forest,Forest,0.0028739061406591123
1970s,64,perc_grass_shrub,Grass/shrubland,0.009873318910143909
1970s,65,tmean_breeding,Temperature,0.0046891984210768655
1970s,65,prec_breeding,Precipitation,0.004438908133798099
1970s,65,hh,Land-use heterogeneity,0.011777005930960021
1970s,65,perc_urban,Urban,0.006175575952683896
1970s,65,perc_cropland,Cropland,0.00829192892573048
1970s,65,perc_pasture,Pasture,0.008095435180206872
1970s,65,perc_forest,Forest,0.0039039646969235686
1970s,65,perc_grass_shrub,Grass/shrubland,0.005387049404421919
1970s,66,tmean_breeding,Temperature,0.004493323520682335
1970s,66,prec_breeding,Precipitation,0.005096315570317314
1970s,66,hh,Land-use heterogeneity,0.005466177223178887
1970s,66,perc_urban,Urban,0.003447772079729845
1970s,66,perc_cropland,Cropland,0.003805631655180038
1970s,66,perc_pasture,Pasture,0.005212327658461449
1970s,66,perc_forest,Forest,0.005441988204690998
1970s,66,perc_grass_shrub,Grass/shrubland,0.0056271829423371385
1970s,67,tmean_breeding,Temperature,0.005006100266141729
1970s,67,prec_breeding,Precipitation,0.004254351966332235
1970s,67,hh,Land-use heterogeneity,0.009807714829935265
1970s,67,perc_urban,Urban,0.007116387316062543
1970s,67,perc_cropland,Cropland,0.013041962851195896
1970s,67,perc_pasture,Pasture,0.005751425268900193
1970s,67,perc_forest,Forest,0.006393700324881865
1970s,67,perc_grass_shrub,Grass/shrubland,0.005268792159712628
1970s,68,tmean_breeding,Temperature,0.0035223453726266154
1970s,68,prec_breeding,Precipitation,0.005876037249563855
1970s,68,hh,Land-use heterogeneity,0.00851862332889663
1970s,68,perc_urban,Urban,0.006315227517190204
1970s,68,perc_cropland,Cropland,0.0026541349047383687
1970s,68,perc_pasture,Pasture,0.005866957754872854
1970s,68,perc_forest,Forest,0.002891452123838278
1970s,68,perc_grass_shrub,Grass/shrubland,0.007952341162739714
1970s,69,tmean_breeding,Temperature,0.004369160556561669
1970s,69,prec_breeding,Precipitation,0.00621177808446009
1970s,69,hh,Land-use heterogeneity,0.006390627193843551
1970s,69,perc_urban,Urban,0.004798090458803104
1970s,69,perc_cropland,Cropland,0.002195510711583521
1970s,69,perc_pasture,Pasture,0.006416399246976366
1970s,69,perc_forest,Forest,0.0034506905434041
1970s,69,perc_grass_shrub,Grass/shrubland,0.0044340951032793025
1970s,70,tmean_breeding,Temperature,0.0066627571821786654
1970s,70,prec_breeding,Precipitation,0.004572190312397999
1970s,70,hh,Land-use heterogeneity,0.008244681455788357
1970s,70,perc_urban,Urban,0.00775151727824511
1970s,70,perc_cropland,Cropland,0.0029802284757559773
1970s,70,perc_pasture,Pasture,0.005674749305837321
1970s,70,perc_forest,Forest,0.0033753955533541635
1970s,70,perc_grass_shrub,Grass/shrubland,0.006105465260619054
1970s,71,tmean_breeding,Temperature,0.011682727781497567
1970s,71,prec_breeding,Precipitation,0.0071402577510306375
1970s,71,hh,Land-use heterogeneity,0.005908514534012778
1970s,71,perc_urban,Urban,0.011831424464973027
1970s,71,perc_cropland,Cropland,0.0061333593567724646
1970s,71,perc_pasture,Pasture,0.009867323371505643
1970s,71,perc_forest,Forest,0.02088880622660199
1970s,71,perc_grass_shrub,Grass/shrubland,0.004829388385342202
1970s,72,tmean_breeding,Temperature,0.009354693106051597
1970s,72,prec_breeding,Precipitation,0.004561994233791035
1970s,72,hh,Land-use heterogeneity,0.005007446018275032
1970s,72,perc_urban,Urban,0.00511204086747361
1970s,72,perc_cropland,Cropland,0.009609947872310544
1970s,72,perc_pasture,Pasture,0.009218033686169398
1970s,72,perc_forest,Forest,0.004026227309472575
1970s,72,perc_grass_shrub,Grass/shrubland,0.005180542181329166
1970s,73,tmean_breeding,Temperature,0.007139880980834023
1970s,73,prec_breeding,Precipitation,0.00818445693076235
1970s,73,hh,Land-use heterogeneity,0.004608201493264036
1970s,73,perc_urban,Urban,0.0065719812346226375
1970s,73,perc_cropland,Cropland,0.00589145096025589
1970s,73,perc_pasture,Pasture,0.0062353927387526495
1970s,73,perc_forest,Forest,0.0037737434242546657
1970s,73,perc_grass_shrub,Grass/shrubland,0.0054216712676092085
1970s,74,tmean_breeding,Temperature,0.01018308128464011
1970s,74,prec_breeding,Precipitation,0.007831687564045387
1970s,74,hh,Land-use heterogeneity,0.0055007288814476404
1970s,74,perc_urban,Urban,0.00785302832571206
1970s,74,perc_cropland,Cropland,0.004449473501489188
1970s,74,perc_pasture,Pasture,0.008331178402218357
1970s,74,perc_forest,Forest,0.004158184065206775
1970s,74,perc_grass_shrub,Grass/shrubland,0.0047377550218439275
1970s,75,tmean_breeding,Temperature,0.003710395573883649
1970s,75,prec_breeding,Precipitation,0.005869609873998819
1970s,75,hh,Land-use heterogeneity,0.005003688135089326
1970s,75,perc_urban,Urban,0.004399069487240874
1970s,75,perc_cropland,Cropland,0.009698270295241403
1970s,75,perc_pasture,Pasture,0.008400049657316444
1970s,75,perc_forest,Forest,0.004539739133214848
1970s,75,perc_grass_shrub,Grass/shrubland,0.007455540674386955
1970s,76,tmean_breeding,Temperature,0.00557473481576892
1970s,76,prec_breeding,Precipitation,0.006354664373848975
1970s,76,hh,Land-use heterogeneity,0.00517841069134621
1970s,76,perc_urban,Urban,0.0044270588974225766
1970s,76,perc_cropland,Cropland,0.007450005895346486
1970s,76,perc_pasture,Pasture,0.005929152471291272
1970s,76,perc_forest,Forest,0.004910128993721756
1970s,76,perc_grass_shrub,Grass/shrubland,0.007400627701399108
1970s,77,tmean_breeding,Temperature,0.003690283142536956
1970s,77,prec_breeding,Precipitation,0.0118184954946058
1970s,77,hh,Land-use heterogeneity,0.005433927309428532
1970s,77,perc_urban,Urban,0.003999402594753181
1970s,77,perc_cropland,Cropland,0.014474321181926233
1970s,77,perc_pasture,Pasture,0.004420667263188407
1970s,77,perc_forest,Forest,0.00417920583503488
1970s,77,perc_grass_shrub,Grass/shrubland,0.005932481234457363
1970s,78,tmean_breeding,Temperature,0.013374638166174605
1970s,78,prec_breeding,Precipitation,0.005511924646985951
1970s,78,hh,Land-use heterogeneity,0.004361701947633314
1970s,78,perc_urban,Urban,0.010070980234087852
1970s,78,perc_cropland,Cropland,0.003617210790344495
1970s,78,perc_pasture,Pasture,0.00894559423221623
1970s,78,perc_forest,Forest,0.007460629243641371
1970s,78,perc_grass_shrub,Grass/shrubland,0.004805906671887465
1970s,79,tmean_breeding,Temperature,0.00505865472851818
1970s,79,prec_breeding,Precipitation,0.005965333996180662
1970s,79,hh,Land-use heterogeneity,0.005110399142825644
1970s,79,perc_urban,Urban,0.005744550327776124
1970s,79,perc_cropland,Cropland,0.007938616700542418
1970s,79,perc_pasture,Pasture,0.0070557398323226024
1970s,79,perc_forest,Forest,0.008794202632609573
1970s,79,perc_grass_shrub,Grass/shrubland,0.010904292880524722
1970s,80,tmean_breeding,Temperature,0.004352610123877481
1970s,80,prec_breeding,Precipitation,0.009259236396191913
1970s,80,hh,Land-use heterogeneity,0.010861485572602633
1970s,80,perc_urban,Urban,0.012748080897645274
1970s,80,perc_cropland,Cropland,0.011337714557758085
1970s,80,perc_pasture,Pasture,0.0039725540372380274
1970s,80,perc_forest,Forest,0.007568791245726038
1970s,80,perc_grass_shrub,Grass/shrubland,0.005884468241269447
1970s,81,tmean_breeding,Temperature,0.0044194982930583476
1970s,81,prec_breeding,Precipitation,0.007670319735684474
1970s,81,hh,Land-use heterogeneity,0.0048870748270990775
1970s,81,perc_urban,Urban,0.0033199551248369575
1970s,81,perc_cropland,Cropland,0.003738250038972339
1970s,81,perc_pasture,Pasture,0.005328594075735951
1970s,81,perc_forest,Forest,0.006263230288227499
1970s,81,perc_grass_shrub,Grass/shrubland,0.006299044626661736
1970s,82,tmean_breeding,Temperature,0.008242533980760088
1970s,82,prec_breeding,Precipitation,0.004153670642866855
1970s,82,hh,Land-use heterogeneity,0.006994379576936353
1970s,82,perc_urban,Urban,0.005210304729369806
1970s,82,perc_cropland,Cropland,0.012575685615861474
1970s,82,perc_pasture,Pasture,0.0069070970846939125
1970s,82,perc_forest,Forest,0.0038961670667498885
1970s,82,perc_grass_shrub,Grass/shrubland,0.010864817046582912
1970s,83,tmean_breeding,Temperature,0.004635516798662157
1970s,83,prec_breeding,Precipitation,0.006639672747642952
1970s,83,hh,Land-use heterogeneity,0.003959801070127314
1970s,83,perc_urban,Urban,0.014981403855168569
1970s,83,perc_cropland,Cropland,0.004702747982013221
1970s,83,perc_pasture,Pasture,0.007593175897317255
1970s,83,perc_forest,Forest,0.00653014076590058
1970s,83,perc_grass_shrub,Grass/shrubland,0.004553345597860064
1970s,84,tmean_breeding,Temperature,0.004225530643870684
1970s,84,prec_breeding,Precipitation,0.005158149773468906
1970s,84,hh,Land-use heterogeneity,0.004290439449227656
1970s,84,perc_urban,Urban,0.003705023657832252
1970s,84,perc_cropland,Cropland,0.0045626455313313215
1970s,84,perc_pasture,Pasture,0.007855228590775226
1970s,84,perc_forest,Forest,0.0054914871255215825
1970s,84,perc_grass_shrub,Grass/shrubland,0.010542506891275187
1970s,85,tmean_breeding,Temperature,0.008046024148819124
1970s,85,prec_breeding,Precipitation,0.0059746896585035035
1970s,85,hh,Land-use heterogeneity,0.009806574573706556
1970s,85,perc_urban,Urban,0.004766449824879404
1970s,85,perc_cropland,Cropland,0.004920758893564227
1970s,85,perc_pasture,Pasture,0.006401431072508277
1970s,85,perc_forest,Forest,0.0054665745231315425
1970s,85,perc_grass_shrub,Grass/shrubland,0.005742189427723116
1970s,86,tmean_breeding,Temperature,0.006282915000325617
1970s,86,prec_breeding,Precipitation,0.007012477503820619
1970s,86,hh,Land-use heterogeneity,0.006719506564536907
1970s,86,perc_urban,Urban,0.0034322152786959567
1970s,86,perc_cropland,Cropland,0.004337223626034591
1970s,86,perc_pasture,Pasture,0.009674987195038797
1970s,86,perc_forest,Forest,0.010068552844515055
1970s,86,perc_grass_shrub,Grass/shrubland,0.00616204693511519
1970s,87,tmean_breeding,Temperature,0.009837950435691446
1970s,87,prec_breeding,Precipitation,0.0057716666782426
1970s,87,hh,Land-use heterogeneity,0.0036105797087989952
1970s,87,perc_urban,Urban,0.003322913423152553
1970s,87,perc_cropland,Cropland,0.0029003004802497364
1970s,87,perc_pasture,Pasture,0.004748520542118354
1970s,87,perc_forest,Forest,0.0035397190717483622
1970s,87,perc_grass_shrub,Grass/shrubland,0.0070394694277411555
1970s,88,tmean_breeding,Temperature,0.005211858044895889
1970s,88,prec_breeding,Precipitation,0.005932470232041799
1970s,88,hh,Land-use heterogeneity,0.008559767133071113
1970s,88,perc_urban,Urban,0.005955605055723677
1970s,88,perc_cropland,Cropland,0.0050099058678454884
1970s,88,perc_pasture,Pasture,0.005672433896007339
1970s,88,perc_forest,Forest,0.004032908638761739
1970s,88,perc_grass_shrub,Grass/shrubland,0.007532426201217362
1970s,89,tmean_breeding,Temperature,0.005999222712811209
1970s,89,prec_breeding,Precipitation,0.004638545912480047
1970s,89,hh,Land-use heterogeneity,0.003938815997416113
1970s,89,perc_urban,Urban,0.007167722469967032
1970s,89,perc_cropland,Cropland,0.00393527123099975
1970s,89,perc_pasture,Pasture,0.004832017697926688
1970s,89,perc_forest,Forest,0.004396178591124796
1970s,89,perc_grass_shrub,Grass/shrubland,0.007498847571022236
1970s,90,tmean_breeding,Temperature,0.003163538919230821
1970s,90,prec_breeding,Precipitation,0.00547116573612654
1970s,90,hh,Land-use heterogeneity,0.004724832355842731
1970s,90,perc_urban,Urban,0.0032154195150689135
1970s,90,perc_cropland,Cropland,0.0074661855951006625
1970s,90,perc_pasture,Pasture,0.006680175216285332
1970s,90,perc_forest,Forest,0.006813353572766771
1970s,90,perc_grass_shrub,Grass/shrubland,0.006234112237904737
1970s,91,tmean_breeding,Temperature,0.004532271056556987
1970s,91,prec_breeding,Precipitation,0.005807294483492432
1970s,91,hh,Land-use heterogeneity,0.004298589883691854
1970s,91,perc_urban,Urban,0.004007356012290236
1970s,91,perc_cropland,Cropland,0.023461974545685427
1970s,91,perc_pasture,Pasture,0.0067772673887314585
1970s,91,perc_forest,Forest,0.004461972544098197
1970s,91,perc_grass_shrub,Grass/shrubland,0.0068737254416898754
1970s,92,tmean_breeding,Temperature,0.004980487042327262
1970s,92,prec_breeding,Precipitation,0.011596765691016551
1970s,92,hh,Land-use heterogeneity,0.00619550311467889
1970s,92,perc_urban,Urban,0.007816509594983591
1970s,92,perc_cropland,Cropland,0.004863133719778746
1970s,92,perc_pasture,Pasture,0.005739614955386712
1970s,92,perc_forest,Forest,0.0034523119018476595
1970s,92,perc_grass_shrub,Grass/shrubland,0.004610391090920726
1970s,93,tmean_breeding,Temperature,0.005604001243668708
1970s,93,prec_breeding,Precipitation,0.007451615936577064
1970s,93,hh,Land-use heterogeneity,0.00724604576276134
1970s,93,perc_urban,Urban,0.006803260337378043
1970s,93,perc_cropland,Cropland,0.006125649402499497
1970s,93,perc_pasture,Pasture,0.007100714257415532
1970s,93,perc_forest,Forest,0.006076486033989198
1970s,93,perc_grass_shrub,Grass/shrubland,0.004768378304454304
1970s,94,tmean_breeding,Temperature,0.007372237716085407
1970s,94,prec_breeding,Precipitation,0.006457102902694373
1970s,94,hh,Land-use heterogeneity,0.011082611363860524
1970s,94,perc_urban,Urban,0.004264675199594211
1970s,94,perc_cropland,Cropland,0.003943260923333185
1970s,94,perc_pasture,Pasture,0.004691206390853119
1970s,94,perc_forest,Forest,0.01264415860279102
1970s,94,perc_grass_shrub,Grass/shrubland,0.0045473015504571045
1970s,95,tmean_breeding,Temperature,0.008766167451800982
1970s,95,prec_breeding,Precipitation,0.010002276425202695
1970s,95,hh,Land-use heterogeneity,0.005388457306262011
1970s,95,perc_urban,Urban,0.00484872544258343
1970s,95,perc_cropland,Cropland,0.007176568408462398
1970s,95,perc_pasture,Pasture,0.00534964831029484
1970s,95,perc_forest,Forest,0.00454946701175503
1970s,95,perc_grass_shrub,Grass/shrubland,0.0057187045853672545
1970s,96,tmean_breeding,Temperature,0.012127969575453085
1970s,96,prec_breeding,Precipitation,0.006850885426922879
1970s,96,hh,Land-use heterogeneity,0.010195080434330964
1970s,96,perc_urban,Urban,0.01075751211698241
1970s,96,perc_cropland,Cropland,0.004379742962864358
1970s,96,perc_pasture,Pasture,0.010714206111631673
1970s,96,perc_forest,Forest,0.005727566484545926
1970s,96,perc_grass_shrub,Grass/shrubland,0.008243310814784256
1970s,97,tmean_breeding,Temperature,0.003685302103770292
1970s,97,prec_breeding,Precipitation,0.004700730758868299
1970s,97,hh,Land-use heterogeneity,0.007074090139201635
1970s,97,perc_urban,Urban,0.00625915189191656
1970s,97,perc_cropland,Cropland,0.014037067709439488
1970s,97,perc_pasture,Pasture,0.009901586825069569
1970s,97,perc_forest,Forest,0.003271145837194239
1970s,97,perc_grass_shrub,Grass/shrubland,0.005575581668637438
1970s,98,tmean_breeding,Temperature,0.004245204459075472
1970s,98,prec_breeding,Precipitation,0.0035133642398505987
1970s,98,hh,Land-use heterogeneity,0.004227437324090476
1970s,98,perc_urban,Urban,0.011627130274896992
1970s,98,perc_cropland,Cropland,0.003113820538445899
1970s,98,perc_pasture,Pasture,0.004797970636201861
1970s,98,perc_forest,Forest,0.0032488895778197816
1970s,98,perc_grass_shrub,Grass/shrubland,0.00615751259777364
1970s,99,tmean_breeding,Temperature,0.006702666237953422
1970s,99,prec_breeding,Precipitation,0.007098158185455309
1970s,99,hh,Land-use heterogeneity,0.006135853920644157
1970s,99,perc_urban,Urban,0.0038764397214654674
1970s,99,perc_cropland,Cropland,0.004066428401285561
1970s,99,perc_pasture,Pasture,0.005255460627278085
1970s,99,perc_forest,Forest,0.0040238361999394056
1970s,99,perc_grass_shrub,Grass/shrubland,0.004290347734168331
1970s,100,tmean_breeding,Temperature,0.008189576131000303
1970s,100,prec_breeding,Precipitation,0.006863806634410187
1970s,100,hh,Land-use heterogeneity,0.005966338309567972
1970s,100,perc_urban,Urban,0.005064984631030308
1970s,100,perc_cropland,Cropland,0.00935069888881966
1970s,100,perc_pasture,Pasture,0.006629665066290921
1970s,100,perc_forest,Forest,0.004105292223589215
1970s,100,perc_grass_shrub,Grass/shrubland,0.012199167454403888
1970s,101,tmean_breeding,Temperature,0.003414576575790338
1970s,101,prec_breeding,Precipitation,0.00773439745419364
1970s,101,hh,Land-use heterogeneity,0.004611276995849424
1970s,101,perc_urban,Urban,0.0031444526533405486
1970s,101,perc_cropland,Cropland,0.0031584291319309565
1970s,101,perc_pasture,Pasture,0.004798886495857501
1970s,101,perc_forest,Forest,0.006029282303897974
1970s,101,perc_grass_shrub,Grass/shrubland,0.006696740001170343
1970s,102,tmean_breeding,Temperature,0.004410535806751045
1970s,102,prec_breeding,Precipitation,0.00994844759684807
1970s,102,hh,Land-use heterogeneity,0.006299285525238983
1970s,102,perc_urban,Urban,0.003986759318301857
1970s,102,perc_cropland,Cropland,0.0037898941079384423
1970s,102,perc_pasture,Pasture,0.004418244714948234
1970s,102,perc_forest,Forest,0.003022303580157878
1970s,102,perc_grass_shrub,Grass/shrubland,0.005462458760853085
1970s,103,tmean_breeding,Temperature,0.009092157267847433
1970s,103,prec_breeding,Precipitation,0.01113490954111256
1970s,103,hh,Land-use heterogeneity,0.009896265354968119
1970s,103,perc_urban,Urban,0.0030635816213668465
1970s,103,perc_cropland,Cropland,0.007377479136682793
1970s,103,perc_pasture,Pasture,0.014769682837577762
1970s,103,perc_forest,Forest,0.004096389149819214
1970s,103,perc_grass_shrub,Grass/shrubland,0.007240566208126996
1970s,104,tmean_breeding,Temperature,0.006186298221042011
1970s,104,prec_breeding,Precipitation,0.01152855826257068
1970s,104,hh,Land-use heterogeneity,0.004697095770866207
1970s,104,perc_urban,Urban,0.0035600002152482804
1970s,104,perc_cropland,Cropland,0.004468662200282706
