atlas,draw,variable_raw,variable,trait_family,full_r2t_beta,drop_r2t_beta,contribution
1970s,11,perc_forest,Forest,Foraging guild,0.0053780624279553555,0.11092405906093519,-0.10554599663297984
1970s,11,perc_grass_shrub,Grass/shrubland,Species thermal index,0.09758158544016497,0.07596334405322461,0.021618241386940365
1970s,11,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.09758158544016497,0.08780913391198437,0.009772451528180598
1970s,11,perc_grass_shrub,Grass/shrubland,Foraging guild,0.09758158544016497,0.028174083054869088,0.06940750238529589
1970s,12,tmean_breeding,Temperature,Species thermal index,0.30384206683737586,0.2987567919095546,0.005085274927821237
1970s,12,tmean_breeding,Temperature,Migratory strategy,0.30384206683737586,0.2872648348868242,0.016577231950551663
1970s,12,tmean_breeding,Temperature,Foraging guild,0.30384206683737586,0.0017252778899404797,0.3021167889474354
1970s,12,prec_breeding,Precipitation,Species thermal index,0.12464138976953658,0.12381660611590568,8.24783653630895e-4
1970s,12,prec_breeding,Precipitation,Migratory strategy,0.12464138976953658,0.1241423492088344,4.990405607021853e-4
1970s,12,prec_breeding,Precipitation,Foraging guild,0.12464138976953658,0.0018395238224299868,0.1228018659471066
1970s,12,hh,Land-use heterogeneity,Species thermal index,0.15032495382618247,0.11651729994825562,0.03380765387792685
1970s,12,hh,Land-use heterogeneity,Migratory strategy,0.15032495382618247,0.13063868515994326,0.01968626866623921
1970s,12,hh,Land-use heterogeneity,Foraging guild,0.15032495382618247,0.0210796545060042,0.12924529932017825
1970s,12,perc_urban,Urban,Species thermal index,0.3584880833368214,0.26873053634942284,0.08975754698739857
1970s,12,perc_urban,Urban,Migratory strategy,0.3584880833368214,0.3657724979432143,-0.007284414606392897
1970s,12,perc_urban,Urban,Foraging guild,0.3584880833368214,0.13415210937139468,0.22433597396542673
1970s,12,perc_cropland,Cropland,Species thermal index,0.4173061274674494,0.3321622812327482,0.08514384623470117
1970s,12,perc_cropland,Cropland,Migratory strategy,0.4173061274674494,0.38829786368076025,0.029008263786689137
1970s,12,perc_cropland,Cropland,Foraging guild,0.4173061274674494,0.15522252241322404,0.26208360505422534
1970s,12,perc_pasture,Pasture,Species thermal index,0.1582646462335015,0.15465721948148223,0.003607426752019277
1970s,12,perc_pasture,Pasture,Migratory strategy,0.1582646462335015,0.1551103427270022,0.003154303506499312
1970s,12,perc_pasture,Pasture,Foraging guild,0.1582646462335015,0.0011759262743095962,0.1570887199591919
1970s,12,perc_forest,Forest,Species thermal index,0.30597063639630473,0.3034148273949333,0.002555809001371423
1970s,12,perc_forest,Forest,Migratory strategy,0.30597063639630473,0.24995575449294263,0.056014881903362096
1970s,12,perc_forest,Forest,Foraging guild,0.30597063639630473,0.07362761604329972,0.23234302035300503
1970s,12,perc_grass_shrub,Grass/shrubland,Species thermal index,0.18545831927350073,0.14941019038609454,0.03604812888740619
1970s,12,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.18545831927350073,0.1622833488177012,0.023174970455799526
1970s,12,perc_grass_shrub,Grass/shrubland,Foraging guild,0.18545831927350073,0.02040677397908258,0.16505154529441815
1970s,13,tmean_breeding,Temperature,Species thermal index,0.10611875823064781,0.09633669780651312,0.009782060424134695
1970s,13,tmean_breeding,Temperature,Migratory strategy,0.10611875823064781,0.09699092488592957,0.009127833344718242
1970s,13,tmean_breeding,Temperature,Foraging guild,0.10611875823064781,0.002153545376092348,0.10396521285455547
1970s,13,prec_breeding,Precipitation,Species thermal index,0.08289269734403817,0.08815879238924981,-0.005266095045211638
1970s,13,prec_breeding,Precipitation,Migratory strategy,0.08289269734403817,0.047489030485232425,0.03540366685880575
1970s,13,prec_breeding,Precipitation,Foraging guild,0.08289269734403817,0.04053432276700937,0.042358374577028804
1970s,13,hh,Land-use heterogeneity,Species thermal index,0.17665146356647288,0.15064940675727942,0.026002056809193458
1970s,13,hh,Land-use heterogeneity,Migratory strategy,0.17665146356647288,0.1252750051912017,0.05137645837527119
1970s,13,hh,Land-use heterogeneity,Foraging guild,0.17665146356647288,0.1171721882376234,0.059479275328849474
1970s,13,perc_urban,Urban,Species thermal index,0.4011999384671125,0.3645816842609041,0.0366182542062084
1970s,13,perc_urban,Urban,Migratory strategy,0.4011999384671125,0.3248682402358998,0.07633169823121272
1970s,13,perc_urban,Urban,Foraging guild,0.4011999384671125,0.1430052414791727,0.2581946969879398
1970s,13,perc_cropland,Cropland,Species thermal index,0.298824304356316,0.23324370109801182,0.0655806032583042
1970s,13,perc_cropland,Cropland,Migratory strategy,0.298824304356316,0.2343519269525256,0.06447237740379042
1970s,13,perc_cropland,Cropland,Foraging guild,0.298824304356316,0.16851194044394616,0.13031236391236986
1970s,13,perc_pasture,Pasture,Species thermal index,0.12820298687032913,0.11665472925808724,0.011548257612241888
1970s,13,perc_pasture,Pasture,Migratory strategy,0.12820298687032913,0.12131559358881934,0.006887393281509793
1970s,13,perc_pasture,Pasture,Foraging guild,0.12820298687032913,0.010581409610107409,0.11762157726022172
1970s,13,perc_forest,Forest,Species thermal index,0.22768865701863542,0.21327620430798358,0.014412452710651835
1970s,13,perc_forest,Forest,Migratory strategy,0.22768865701863542,0.1311901042935207,0.0964985527251147
1970s,13,perc_forest,Forest,Foraging guild,0.22768865701863542,0.13393732606649256,0.09375133095214286
1970s,13,perc_grass_shrub,Grass/shrubland,Species thermal index,0.04460157916355294,0.03211669474282411,0.012484884420728828
1970s,13,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.04460157916355294,0.029790815924432928,0.01481076323912001
1970s,13,perc_grass_shrub,Grass/shrubland,Foraging guild,0.04460157916355294,0.0577142157026833,-0.013112636539130362
1970s,14,tmean_breeding,Temperature,Species thermal index,0.1728946273163185,0.1697174540320496,0.0031771732842688916
1970s,14,tmean_breeding,Temperature,Migratory strategy,0.1728946273163185,0.17742195204570577,-0.004527324729387272
1970s,14,tmean_breeding,Temperature,Foraging guild,0.1728946273163185,0.0010194726986958098,0.17187515461762268
1970s,14,prec_breeding,Precipitation,Species thermal index,0.02190069196041421,0.027155491859176623,-0.005254799898762413
1970s,14,prec_breeding,Precipitation,Migratory strategy,0.02190069196041421,0.009569716453397775,0.012330975507016435
1970s,14,prec_breeding,Precipitation,Foraging guild,0.02190069196041421,0.008898853129984632,0.013001838830429577
1970s,14,hh,Land-use heterogeneity,Species thermal index,0.23263617713719775,0.21098907283278942,0.021647104304408332
1970s,14,hh,Land-use heterogeneity,Migratory strategy,0.23263617713719775,0.2201015064066972,0.012534670730500547
1970s,14,hh,Land-use heterogeneity,Foraging guild,0.23263617713719775,0.03787063908674206,0.19476553805045568
1970s,14,perc_urban,Urban,Species thermal index,0.3990594742901858,0.2716374450950721,0.1274220291951137
1970s,14,perc_urban,Urban,Migratory strategy,0.3990594742901858,0.3351384654082937,0.06392100888189212
1970s,14,perc_urban,Urban,Foraging guild,0.3990594742901858,0.20086968480789677,0.19818978948228902
1970s,14,perc_cropland,Cropland,Species thermal index,0.20069705164171556,0.06415519407347292,0.13654185756824264
1970s,14,perc_cropland,Cropland,Migratory strategy,0.20069705164171556,0.1528445550817396,0.04785249655997595
1970s,14,perc_cropland,Cropland,Foraging guild,0.20069705164171556,0.27906637108648463,-0.07836931944476908
1970s,14,perc_pasture,Pasture,Species thermal index,0.20809790111556023,0.19710247189074473,0.0109954292248155
1970s,14,perc_pasture,Pasture,Migratory strategy,0.20809790111556023,0.1804088051519863,0.02768909596357394
1970s,14,perc_pasture,Pasture,Foraging guild,0.20809790111556023,0.04665801860356362,0.16143988251199662
1970s,14,perc_forest,Forest,Species thermal index,0.39839733472615874,0.37213960344950986,0.026257731276648877
1970s,14,perc_forest,Forest,Migratory strategy,0.39839733472615874,0.3046439317979562,0.09375340292820256
1970s,14,perc_forest,Forest,Foraging guild,0.39839733472615874,0.17328586770473128,0.22511146702142745
1970s,14,perc_grass_shrub,Grass/shrubland,Species thermal index,0.2741804758674475,0.27380391916711644,3.7655670033104327e-4
1970s,14,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.2741804758674475,0.26707870583093685,0.007101770036510635
1970s,14,perc_grass_shrub,Grass/shrubland,Foraging guild,0.2741804758674475,7.936578985581746e-4,0.2733868179688893
1970s,15,tmean_breeding,Temperature,Species thermal index,0.17998777817249312,0.14796046118860073,0.032027316983892384
1970s,15,tmean_breeding,Temperature,Migratory strategy,0.17998777817249312,0.1686503965543323,0.011337381618160808
1970s,15,tmean_breeding,Temperature,Foraging guild,0.17998777817249312,0.024561658444220664,0.15542611972827244
1970s,15,prec_breeding,Precipitation,Species thermal index,0.029785869318280145,0.02483716322756924,0.004948706090710905
1970s,15,prec_breeding,Precipitation,Migratory strategy,0.029785869318280145,3.9013320743234314e-4,0.029395736110847802
1970s,15,prec_breeding,Precipitation,Foraging guild,0.029785869318280145,0.08578264916341753,-0.05599677984513739
1970s,15,hh,Land-use heterogeneity,Species thermal index,0.1387692942696316,0.07598041738742985,0.06278887688220176
1970s,15,hh,Land-use heterogeneity,Migratory strategy,0.1387692942696316,0.12996012614844993,0.008809168121181682
1970s,15,hh,Land-use heterogeneity,Foraging guild,0.1387692942696316,0.13427399188400904,0.004495302385622568
1970s,15,perc_urban,Urban,Species thermal index,0.23343634522119627,0.05966862632707908,0.17376771889411718
1970s,15,perc_urban,Urban,Migratory strategy,0.23343634522119627,0.13286632214561014,0.10057002307558613
1970s,15,perc_urban,Urban,Foraging guild,0.23343634522119627,0.28361396830926566,-0.05017762308806939
1970s,15,perc_cropland,Cropland,Species thermal index,0.3617608476916268,0.24645425343517918,0.11530659425644763
1970s,15,perc_cropland,Cropland,Migratory strategy,0.3617608476916268,0.2998130493366204,0.06194779835500641
1970s,15,perc_cropland,Cropland,Foraging guild,0.3617608476916268,0.18720662610650718,0.17455422158511963
1970s,15,perc_pasture,Pasture,Species thermal index,0.16486740784135764,0.16133733217750787,0.0035300756638497743
1970s,15,perc_pasture,Pasture,Migratory strategy,0.16486740784135764,0.15060491229400438,0.01426249554735326
1970s,15,perc_pasture,Pasture,Foraging guild,0.16486740784135764,0.008080561759150541,0.1567868460822071
1970s,15,perc_forest,Forest,Species thermal index,0.26156831364979083,0.23663203017596746,0.024936283473823373
1970s,15,perc_forest,Forest,Migratory strategy,0.26156831364979083,0.17385464035824372,0.08771367329154711
1970s,15,perc_forest,Forest,Foraging guild,0.26156831364979083,0.11873263997384113,0.14283567367594968
1970s,15,perc_grass_shrub,Grass/shrubland,Species thermal index,0.16648807700356777,0.16143571693185638,0.0050523600717113926
1970s,15,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.16648807700356777,0.17235556839065905,-0.005867491387091278
1970s,15,perc_grass_shrub,Grass/shrubland,Foraging guild,0.16648807700356777,0.0027971210355177112,0.16369095596805006
1970s,16,tmean_breeding,Temperature,Species thermal index,0.24059081429044715,0.24382032453719085,-0.0032295102467437
1970s,16,tmean_breeding,Temperature,Migratory strategy,0.24059081429044715,0.2489737513423603,-0.008382937051913147
1970s,16,tmean_breeding,Temperature,Foraging guild,0.24059081429044715,0.00763053485068383,0.23296027943976333
1970s,16,prec_breeding,Precipitation,Species thermal index,0.10331831894145968,0.10505674121501046,-0.0017384222735507826
1970s,16,prec_breeding,Precipitation,Migratory strategy,0.10331831894145968,0.05249226367849758,0.0508260552629621
1970s,16,prec_breeding,Precipitation,Foraging guild,0.10331831894145968,0.07040456475220573,0.03291375418925395
1970s,16,hh,Land-use heterogeneity,Species thermal index,0.28619196653817724,0.23116592986866827,0.055026036669508976
1970s,16,hh,Land-use heterogeneity,Migratory strategy,0.28619196653817724,0.2725994522313095,0.013592514306867753
1970s,16,hh,Land-use heterogeneity,Foraging guild,0.28619196653817724,0.08996486196913908,0.19622710456903816
1970s,16,perc_urban,Urban,Species thermal index,0.3466974435943542,0.2124539438639439,0.13424349973041033
1970s,16,perc_urban,Urban,Migratory strategy,0.3466974435943542,0.23141272872158128,0.11528471487277295
1970s,16,perc_urban,Urban,Foraging guild,0.3466974435943542,0.29689238878694313,0.0498050548074111
1970s,16,perc_cropland,Cropland,Species thermal index,0.23831017443101285,0.18331437618230373,0.05499579824870912
1970s,16,perc_cropland,Cropland,Migratory strategy,0.23831017443101285,0.11740575711540728,0.12090441731560557
1970s,16,perc_cropland,Cropland,Foraging guild,0.23831017443101285,0.205136769214553,0.03317340521645984
1970s,16,perc_pasture,Pasture,Species thermal index,0.06844504690320652,0.06377995333083838,0.004665093572368134
1970s,16,perc_pasture,Pasture,Migratory strategy,0.06844504690320652,0.054002786946864334,0.014442259956342185
1970s,16,perc_pasture,Pasture,Foraging guild,0.06844504690320652,0.0201656091904476,0.048279437712758916
1970s,16,perc_forest,Forest,Species thermal index,0.22420301573120377,0.23412945987715691,-0.009926444145953145
1970s,16,perc_forest,Forest,Migratory strategy,0.22420301573120377,0.11207292001806457,0.1121300957131392
1970s,16,perc_forest,Forest,Foraging guild,0.22420301573120377,0.14249853522937483,0.08170448050182894
1970s,16,perc_grass_shrub,Grass/shrubland,Species thermal index,0.2826749420016771,0.2769970513175835,0.005677890684093578
1970s,16,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.2826749420016771,0.28643610255875984,-0.0037611605570827544
1970s,16,perc_grass_shrub,Grass/shrubland,Foraging guild,0.2826749420016771,0.0027648408604057473,0.27991010114127135
1970s,17,tmean_breeding,Temperature,Species thermal index,0.2772221743545445,0.2726181398984564,0.004604034456088091
1970s,17,tmean_breeding,Temperature,Migratory strategy,0.2772221743545445,0.30154287595890544,-0.02432070160436095
1970s,17,tmean_breeding,Temperature,Foraging guild,0.2772221743545445,2.1777429516127326e-6,0.27721999661159286
1970s,17,prec_breeding,Precipitation,Species thermal index,0.026367173012924815,0.029625078816671386,-0.003257905803746571
1970s,17,prec_breeding,Precipitation,Migratory strategy,0.026367173012924815,0.007248754643031718,0.019118418369893097
1970s,17,prec_breeding,Precipitation,Foraging guild,0.026367173012924815,0.03109141865030775,-0.0047242456373829365
1970s,17,hh,Land-use heterogeneity,Species thermal index,0.3592326879428001,0.3391749839347071,0.020057704008093036
1970s,17,hh,Land-use heterogeneity,Migratory strategy,0.3592326879428001,0.3076541860822866,0.05157850186051349
1970s,17,hh,Land-use heterogeneity,Foraging guild,0.3592326879428001,0.15792342123469744,0.20130926670810267
1970s,17,perc_urban,Urban,Species thermal index,0.24250799323147534,0.20543118213823555,0.03707681109323979
1970s,17,perc_urban,Urban,Migratory strategy,0.24250799323147534,0.11207992067475063,0.13042807255672473
1970s,17,perc_urban,Urban,Foraging guild,0.24250799323147534,0.14616642455647297,0.09634156867500238
1970s,17,perc_cropland,Cropland,Species thermal index,0.08650982422383216,0.020629965498154015,0.06587985872567814
1970s,17,perc_cropland,Cropland,Migratory strategy,0.08650982422383216,0.005347284764395821,0.08116253945943634
1970s,17,perc_cropland,Cropland,Foraging guild,0.08650982422383216,0.19958434892909427,-0.11307452470526211
1970s,17,perc_pasture,Pasture,Species thermal index,0.17508058785731004,0.168249837014321,0.006830750842989036
1970s,17,perc_pasture,Pasture,Migratory strategy,0.17508058785731004,0.17048291601533128,0.004597671841978762
1970s,17,perc_pasture,Pasture,Foraging guild,0.17508058785731004,0.007547228792187097,0.16753335906512296
1970s,17,perc_forest,Forest,Species thermal index,0.30799226083414233,0.25698638731063195,0.05100587352351038
