pair_id,species_a,species_b,guild_a,guild_b,guild_1,guild_2,guild_pair,guild_pair_type,omega_mean_1970s,omega_mean_1990s,omega_mean_2010s,pr_positive_1970s,pr_positive_1990s,pr_positive_2010s,pr_negative_1970s,pr_negative_1990s,pr_negative_2010s,support_class_1970s,support_class_1990s,support_class_2010s,delta_1990s_minus_1970s,delta_2010s_minus_1970s,abs_delta_2010s_minus_1970s,raw_sign_flip_1970s_to_2010s,support_transition_1970s_to_2010s,newly_supported_2010s,lost_supported_2010s,supported_positive_to_negative_2010s,supported_negative_to_positive_2010s
Alcedo_atthis__Lanius_excubitor,Alcedo_atthis,Lanius_excubitor,Kingfishers,Shrikes,Kingfishers,Shrikes,Kingfishers | Shrikes,Between guild,0.4752377532641767,-0.2436177339754425,-0.5839848636143141,0.959,0.271,0.064,0.041,0.729,0.936,Supported positive,Unsupported,Unsupported,-0.7188554872396192,-1.0592226168784908,1.0592226168784908,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Aythya_ferina__Tringa_glareola,Aythya_ferina,Tringa_glareola,Diving ducks,Scolopacids,Diving ducks,Scolopacids,Diving ducks | Scolopacids,Between guild,0.7486831371167437,0.25927948780791,-0.3077184678974708,0.998,0.845,0.043,0.002,0.155,0.957,Supported positive,Unsupported,Supported negative,-0.48940364930883373,-1.0564016050142144,1.0564016050142144,TRUE,Supported positive -> Supported negative,FALSE,FALSE,TRUE,FALSE
Buteo_buteo__Acanthis_flammea,Buteo_buteo,Acanthis_flammea,Diurnal raptors,Passerine seedeaters,Diurnal raptors,Passerine seedeaters,Diurnal raptors | Passerine seedeaters,Between guild,-0.2888094033888676,0.5145345959240669,0.7674170459714514,0.066,1,1,0.934,0,0,Unsupported,Supported positive,Supported positive,0.8033439993129345,1.056226449360319,1.056226449360319,TRUE,Unsupported -> Supported positive,TRUE,FALSE,FALSE,FALSE
Lanius_excubitor__Poecile_palustris,Lanius_excubitor,Poecile_palustris,Shrikes,Tit-like birds,Shrikes,Tit-like birds,Shrikes | Tit-like birds,Between guild,0.4573767424961899,-0.3922905908352175,-0.5939570679624118,0.916,0.11,0.037,0.084,0.89,0.963,Unsupported,Unsupported,Supported negative,-0.8496673333314074,-1.0513338104586016,1.0513338104586016,TRUE,Unsupported -> Supported negative,TRUE,FALSE,FALSE,FALSE
Riparia_riparia__Athene_noctua,Riparia_riparia,Athene_noctua,Aerial insectivores,Owls,Aerial insectivores,Owls,Aerial insectivores | Owls,Between guild,0.7247296362236143,0.06552671934472268,-0.3246003917380775,1,0.71,0.128,0,0.29,0.872,Supported positive,Unsupported,Unsupported,-0.6592029168788917,-1.0493300279616917,1.0493300279616917,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Corvus_cornix__Lanius_excubitor,Corvus_cornix,Lanius_excubitor,Omnivorous corvids,Shrikes,Omnivorous corvids,Shrikes,Omnivorous corvids | Shrikes,Between guild,0.629640796073622,0.05824384029708631,-0.4174785438089331,0.987,0.607,0.129,0.013,0.393,0.871,Supported positive,Unsupported,Unsupported,-0.5713969557765357,-1.0471193398825551,1.0471193398825551,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Coloeus_monedula__Lanius_excubitor,Coloeus_monedula,Lanius_excubitor,Omnivorous corvids,Shrikes,Omnivorous corvids,Shrikes,Omnivorous corvids | Shrikes,Between guild,0.6282602511427753,0.09928775825925718,-0.418223306949873,0.991,0.629,0.123,0.009,0.371,0.877,Supported positive,Unsupported,Unsupported,-0.5289724928835181,-1.0464835580926484,1.0464835580926484,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Corvus_frugilegus__Tyto_alba,Corvus_frugilegus,Tyto_alba,Omnivorous corvids,Owls,Omnivorous corvids,Owls,Omnivorous corvids | Owls,Between guild,0.7660398458667862,-0.2173370286672844,-0.2789348277450585,1,0.196,0.177,0,0.804,0.823,Supported positive,Unsupported,Unsupported,-0.9833768745340706,-1.0449746736118448,1.0449746736118448,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Cuculus_canorus__Lanius_excubitor,Cuculus_canorus,Lanius_excubitor,Cuckoos,Shrikes,Cuckoos,Shrikes,Cuckoos | Shrikes,Between guild,0.5257935944358095,-0.1126304880442217,-0.5155012346455934,0.961,0.33,0.078,0.039,0.67,0.922,Supported positive,Unsupported,Unsupported,-0.6384240824800312,-1.0412948290814028,1.0412948290814028,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Coccothraustes_coccothraustes__Lanius_excubitor,Coccothraustes_coccothraustes,Lanius_excubitor,Passerine seedeaters,Shrikes,Passerine seedeaters,Shrikes,Passerine seedeaters | Shrikes,Between guild,0.5705447136426613,-0.1257421688634471,-0.4703812489074,0.965,0.321,0.113,0.035,0.679,0.887,Supported positive,Unsupported,Unsupported,-0.6962868825061085,-1.0409259625500613,1.0409259625500613,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Chlidonias_niger__Asio_flammeus,Chlidonias_niger,Asio_flammeus,Terns,Owls,Owls,Terns,Owls | Terns,Between guild,0.6562130044435515,0.5131420390695096,-0.3834235410456852,1,0.955,0.158,0,0.045,0.842,Supported positive,Supported positive,Unsupported,-0.14307096537404185,-1.0396365454892367,1.0396365454892367,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Lanius_excubitor__Dendrocopos_major,Lanius_excubitor,Dendrocopos_major,Shrikes,Woodpeckers,Shrikes,Woodpeckers,Shrikes | Woodpeckers,Between guild,0.496407155104242,-0.2666472067116336,-0.5427352033848254,0.947,0.185,0.063,0.053,0.815,0.937,Unsupported,Unsupported,Unsupported,-0.7630543618158756,-1.0391423584890673,1.0391423584890673,TRUE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Fringilla_coelebs__Lanius_excubitor,Fringilla_coelebs,Lanius_excubitor,Foliage gleaners,Shrikes,Foliage gleaners,Shrikes,Foliage gleaners | Shrikes,Between guild,0.6064886063659825,0.06793865874405927,-0.4321635566886258,0.985,0.606,0.126,0.015,0.394,0.874,Supported positive,Unsupported,Unsupported,-0.5385499476219232,-1.0386521630546084,1.0386521630546084,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Tringa_glareola__Tachybaptus_ruficollis,Tringa_glareola,Tachybaptus_ruficollis,Scolopacids,Aquatic pursuers,Aquatic pursuers,Scolopacids,Aquatic pursuers | Scolopacids,Between guild,0.7102886250404831,0.4008540731621505,-0.3266164803571954,1,0.938,0.037,0,0.062,0.963,Supported positive,Unsupported,Supported negative,-0.3094345518783326,-1.0369051053976786,1.0369051053976786,TRUE,Supported positive -> Supported negative,FALSE,FALSE,TRUE,FALSE
Astur_gentilis__Tyto_alba,Astur_gentilis,Tyto_alba,Diurnal raptors,Owls,Diurnal raptors,Owls,Diurnal raptors | Owls,Between guild,0.682298396680772,0.3034057448342113,-0.3520882068948183,1,0.886,0.1,0,0.114,0.9,Supported positive,Unsupported,Unsupported,-0.3788926518465607,-1.0343866035755902,1.0343866035755902,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Aegithalos_caudatus__Tyto_alba,Aegithalos_caudatus,Tyto_alba,Tit-like birds,Owls,Owls,Tit-like birds,Owls | Tit-like birds,Between guild,0.8370055872192694,-0.04524042688221228,-0.1967141707261352,1,0.417,0.148,0,0.583,0.852,Supported positive,Unsupported,Unsupported,-0.8822460141014817,-1.0337197579454047,1.0337197579454047,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Locustella_luscinioides__Asio_flammeus,Locustella_luscinioides,Asio_flammeus,Marsh warblers,Owls,Marsh warblers,Owls,Marsh warblers | Owls,Between guild,0.6934945836719482,0.3415492732077728,-0.3388085551324999,1,0.875,0.175,0,0.125,0.825,Supported positive,Unsupported,Unsupported,-0.3519453104641754,-1.0323031388044481,1.0323031388044481,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Tringa_glareola__Podiceps_grisegena,Tringa_glareola,Podiceps_grisegena,Scolopacids,Aquatic pursuers,Aquatic pursuers,Scolopacids,Aquatic pursuers | Scolopacids,Between guild,0.5131340051781684,0.1461844453178317,-0.5180422593027273,0.915,0.728,0.012,0.085,0.272,0.988,Unsupported,Unsupported,Supported negative,-0.3669495598603367,-1.0311762644808957,1.0311762644808957,TRUE,Unsupported -> Supported negative,TRUE,FALSE,FALSE,FALSE
Botaurus_stellaris__Asio_flammeus,Botaurus_stellaris,Asio_flammeus,Wading birds,Owls,Owls,Wading birds,Owls | Wading birds,Between guild,0.652773410740429,0.3454806083502587,-0.3744131772415401,1,0.89,0.135,0,0.11,0.865,Supported positive,Unsupported,Unsupported,-0.30729280239017037,-1.0271865879819693,1.0271865879819693,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Porzana_porzana__Asio_flammeus,Porzana_porzana,Asio_flammeus,Rails,Owls,Owls,Rails,Owls | Rails,Between guild,0.7841989600404192,0.4464057534758129,-0.2427594406276013,1,0.931,0.251,0,0.069,0.749,Supported positive,Unsupported,Unsupported,-0.3377932065646063,-1.0269584006680206,1.0269584006680206,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Aythya_ferina__Streptopelia_turtur,Aythya_ferina,Streptopelia_turtur,Diving ducks,Columbids,Columbids,Diving ducks,Columbids | Diving ducks,Between guild,0.4126843474297097,-0.5582240873923938,-0.612458563121281,0.983,0.017,0.002,0.017,0.983,0.998,Supported positive,Supported negative,Supported negative,-0.9709084348221035,-1.0251429105509908,1.0251429105509908,TRUE,Supported positive -> Supported negative,FALSE,FALSE,TRUE,FALSE
Phoenicurus_ochruros__Turdus_pilaris,Phoenicurus_ochruros,Turdus_pilaris,Low flycatching feeders,Thrushes,Low flycatching feeders,Thrushes,Low flycatching feeders | Thrushes,Between guild,-0.3542444625492165,0.5869359361936529,0.6697738751938879,0.269,1,1,0.731,0,0,Unsupported,Supported positive,Supported positive,0.9411803987428694,1.0240183377431045,1.0240183377431045,TRUE,Unsupported -> Supported positive,TRUE,FALSE,FALSE,FALSE
Tringa_ochropus__Tyto_alba,Tringa_ochropus,Tyto_alba,Scolopacids,Owls,Owls,Scolopacids,Owls | Scolopacids,Between guild,0.6144678785207708,0.001459849655552362,-0.4068355270420347,0.995,0.506,0.074,0.005,0.494,0.926,Supported positive,Unsupported,Unsupported,-0.6130080288652184,-1.0213034055628054,1.0213034055628054,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Acanthis_flammea__Turdus_pilaris,Acanthis_flammea,Turdus_pilaris,Passerine seedeaters,Thrushes,Passerine seedeaters,Thrushes,Passerine seedeaters | Thrushes,Between guild,0.828683244877362,0.2998343768871322,-0.1923016344593167,1,0.798,0.261,0,0.202,0.739,Supported positive,Unsupported,Unsupported,-0.5288488679902298,-1.0209848793366787,1.0209848793366787,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Aegithalos_caudatus__Lanius_excubitor,Aegithalos_caudatus,Lanius_excubitor,Tit-like birds,Shrikes,Shrikes,Tit-like birds,Shrikes | Tit-like birds,Between guild,0.395845554889649,-0.437380344132909,-0.6241304285465151,0.829,0.037,0.04,0.171,0.963,0.96,Unsupported,Supported negative,Supported negative,-0.8332258990225581,-1.0199759834361641,1.0199759834361641,TRUE,Unsupported -> Supported negative,TRUE,FALSE,FALSE,FALSE
Periparus_ater__Athene_noctua,Periparus_ater,Athene_noctua,Tit-like birds,Owls,Owls,Tit-like birds,Owls | Tit-like birds,Between guild,0.8158863444485572,0.2098370111718827,-0.2032260942983898,1,0.969,0.241,0,0.031,0.759,Supported positive,Supported positive,Unsupported,-0.6060493332766745,-1.019112438746947,1.019112438746947,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Coturnix_coturnix__Lanius_excubitor,Coturnix_coturnix,Lanius_excubitor,Gallinaceous birds,Shrikes,Gallinaceous birds,Shrikes,Gallinaceous birds | Shrikes,Between guild,0.7348440816001124,0.3487580614279182,-0.2800379920280008,0.99,0.875,0.197,0.01,0.125,0.803,Supported positive,Unsupported,Unsupported,-0.3860860201721942,-1.0148820736281132,1.0148820736281132,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Acrocephalus_schoenobaenus__Asio_flammeus,Acrocephalus_schoenobaenus,Asio_flammeus,Marsh warblers,Owls,Marsh warblers,Owls,Marsh warblers | Owls,Between guild,0.7800151643598762,0.5983003285203401,-0.2342051314994953,1,0.985,0.249,0,0.015,0.751,Supported positive,Supported positive,Unsupported,-0.18171483583953607,-1.0142202958593716,1.0142202958593716,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Acanthis_flammea__Dryocopus_martius,Acanthis_flammea,Dryocopus_martius,Passerine seedeaters,Woodpeckers,Passerine seedeaters,Woodpeckers,Passerine seedeaters | Woodpeckers,Between guild,-0.5095622839178933,0.3996479291299766,0.5037900225206765,0.068,0.953,1,0.932,0.047,0,Unsupported,Supported positive,Supported positive,0.9092102130478699,1.0133523064385699,1.0133523064385699,TRUE,Unsupported -> Supported positive,TRUE,FALSE,FALSE,FALSE
Lanius_excubitor__Lophophanes_cristatus,Lanius_excubitor,Lophophanes_cristatus,Shrikes,Tit-like birds,Shrikes,Tit-like birds,Shrikes | Tit-like birds,Between guild,0.7862293210698097,0.2027056877189533,-0.2271164390484003,0.999,0.661,0.242,0.001,0.339,0.758,Supported positive,Unsupported,Unsupported,-0.5835236333508564,-1.0133457601182099,1.0133457601182099,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Streptopelia_turtur__Acrocephalus_scirpaceus,Streptopelia_turtur,Acrocephalus_scirpaceus,Columbids,Marsh warblers,Columbids,Marsh warblers,Columbids | Marsh warblers,Between guild,0.5935465474031062,-0.3033051247952846,-0.4171034157939392,0.996,0.118,0.023,0.004,0.882,0.977,Supported positive,Unsupported,Supported negative,-0.8968516721983908,-1.0106499631970454,1.0106499631970454,TRUE,Supported positive -> Supported negative,FALSE,FALSE,TRUE,FALSE
Lanius_excubitor__Spinus_spinus,Lanius_excubitor,Spinus_spinus,Shrikes,Passerine seedeaters,Passerine seedeaters,Shrikes,Passerine seedeaters | Shrikes,Between guild,0.7588949095059304,0.2799903798499302,-0.2506998486688636,0.996,0.868,0.234,0.004,0.132,0.766,Supported positive,Unsupported,Unsupported,-0.4789045296560002,-1.009594758174794,1.009594758174794,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Lanius_excubitor__Sylvia_atricapilla,Lanius_excubitor,Sylvia_atricapilla,Shrikes,Foliage gleaners,Foliage gleaners,Shrikes,Foliage gleaners | Shrikes,Between guild,0.4285667101464261,-0.1450114592357785,-0.5794764666683484,0.845,0.294,0.054,0.155,0.706,0.946,Unsupported,Unsupported,Unsupported,-0.5735781693822046,-1.0080431768147746,1.0080431768147746,TRUE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Certhia_familiaris__Tyto_alba,Certhia_familiaris,Tyto_alba,Tit-like birds,Owls,Owls,Tit-like birds,Owls | Tit-like birds,Between guild,0.8568529375717484,-0.01621746369057022,-0.1508271104244725,1,0.475,0.223,0,0.525,0.777,Supported positive,Unsupported,Unsupported,-0.8730704012623186,-1.007680047996221,1.007680047996221,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Streptopelia_turtur__Tachybaptus_ruficollis,Streptopelia_turtur,Tachybaptus_ruficollis,Columbids,Aquatic pursuers,Aquatic pursuers,Columbids,Aquatic pursuers | Columbids,Between guild,0.6843065140349012,-0.2604728245561828,-0.3228987133838873,1,0.144,0.052,0,0.856,0.948,Supported positive,Unsupported,Unsupported,-0.944779338591084,-1.0072052274187886,1.0072052274187886,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Lanius_excubitor__Tachybaptus_ruficollis,Lanius_excubitor,Tachybaptus_ruficollis,Shrikes,Aquatic pursuers,Aquatic pursuers,Shrikes,Aquatic pursuers | Shrikes,Between guild,0.4036603196387931,-0.1675767906782766,-0.6015579901310811,0.941,0.256,0.055,0.059,0.744,0.945,Unsupported,Unsupported,Unsupported,-0.5712371103170697,-1.0052183097698744,1.0052183097698744,TRUE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Streptopelia_turtur__Acrocephalus_arundinaceus,Streptopelia_turtur,Acrocephalus_arundinaceus,Columbids,Marsh warblers,Columbids,Marsh warblers,Columbids | Marsh warblers,Between guild,0.4834668349108528,-0.5649355756122626,-0.519599999054735,0.91,0.019,0.024,0.09,0.981,0.976,Unsupported,Supported negative,Supported negative,-1.0484024105231153,-1.0030668339655877,1.0030668339655877,TRUE,Unsupported -> Supported negative,TRUE,FALSE,FALSE,FALSE
Pica_pica__Athene_noctua,Pica_pica,Athene_noctua,Omnivorous corvids,Owls,Omnivorous corvids,Owls,Omnivorous corvids | Owls,Between guild,0.8961474816838106,0.3631226171758304,-0.1060987967524168,1,1,0.395,0,0,0.605,Supported positive,Supported positive,Unsupported,-0.5330248645079803,-1.0022462784362274,1.0022462784362274,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Erithacus_rubecula__Lanius_excubitor,Erithacus_rubecula,Lanius_excubitor,Low flycatching feeders,Shrikes,Low flycatching feeders,Shrikes,Low flycatching feeders | Shrikes,Between guild,0.4855603666535171,-0.1120632049945228,-0.5142239685461022,0.902,0.339,0.088,0.098,0.661,0.912,Unsupported,Unsupported,Unsupported,-0.5976235716480399,-0.9997843351996193,0.9997843351996193,TRUE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Lanius_excubitor__Pyrrhula_pyrrhula,Lanius_excubitor,Pyrrhula_pyrrhula,Shrikes,Passerine seedeaters,Passerine seedeaters,Shrikes,Passerine seedeaters | Shrikes,Between guild,0.4908978892377501,-0.2367629105094932,-0.507802747631521,0.943,0.235,0.09,0.057,0.765,0.91,Unsupported,Unsupported,Unsupported,-0.7276607997472433,-0.998700636869271,0.998700636869271,TRUE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Emberiza_calandra__Regulus_ignicapilla,Emberiza_calandra,Regulus_ignicapilla,Buntings,Tit-like birds,Buntings,Tit-like birds,Buntings | Tit-like birds,Between guild,0.3986076537154395,0.3551553463088237,-0.597848242144762,0.786,0.923,0,0.214,0.077,1,Unsupported,Unsupported,Supported negative,-0.043452307406615764,-0.9964558958602014,0.9964558958602014,TRUE,Unsupported -> Supported negative,TRUE,FALSE,FALSE,FALSE
Lullula_arborea__Turdus_pilaris,Lullula_arborea,Turdus_pilaris,Open-land insectivores,Thrushes,Open-land insectivores,Thrushes,Open-land insectivores | Thrushes,Between guild,0.8664522278332935,0.4148447837146961,-0.129850864931764,1,0.927,0.277,0,0.073,0.723,Supported positive,Unsupported,Unsupported,-0.4516074441185974,-0.9963030927650575,0.9963030927650575,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Aythya_fuligula__Streptopelia_turtur,Aythya_fuligula,Streptopelia_turtur,Diving ducks,Columbids,Columbids,Diving ducks,Columbids | Diving ducks,Between guild,0.4015491343553644,-0.5954974317748073,-0.5920399009127043,0.985,0.008,0.002,0.015,0.992,0.998,Supported positive,Supported negative,Supported negative,-0.9970465661301717,-0.9935890352680687,0.9935890352680687,TRUE,Supported positive -> Supported negative,FALSE,FALSE,TRUE,FALSE
Phylloscopus_sibilatrix__Tyto_alba,Phylloscopus_sibilatrix,Tyto_alba,Foliage gleaners,Owls,Foliage gleaners,Owls,Foliage gleaners | Owls,Between guild,0.8609590085224273,0.3599618267138956,-0.1318073360241883,1,0.943,0.259,0,0.057,0.741,Supported positive,Unsupported,Unsupported,-0.5009971818085317,-0.9927663445466156,0.9927663445466156,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Spatula_querquedula__Asio_flammeus,Spatula_querquedula,Asio_flammeus,Dabbling ducks,Owls,Dabbling ducks,Owls,Dabbling ducks | Owls,Between guild,0.7181876367096434,0.5655230296062124,-0.2735942242897413,1,0.981,0.212,0,0.019,0.788,Supported positive,Supported positive,Unsupported,-0.152664607103431,-0.9917818609993847,0.9917818609993847,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Streptopelia_decaocto__Athene_noctua,Streptopelia_decaocto,Athene_noctua,Columbids,Owls,Columbids,Owls,Columbids | Owls,Between guild,0.786993264138078,0.09394209124069956,-0.2032607165662675,1,0.766,0.256,0,0.234,0.744,Supported positive,Unsupported,Unsupported,-0.6930511728973785,-0.9902539807043456,0.9902539807043456,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Lanius_excubitor__Strix_aluco,Lanius_excubitor,Strix_aluco,Shrikes,Owls,Owls,Shrikes,Owls | Shrikes,Between guild,0.3691534020660138,-0.5411886335712431,-0.61955205827056,0.806,0.02,0.027,0.194,0.98,0.973,Unsupported,Supported negative,Supported negative,-0.9103420356372569,-0.9887054603365739,0.9887054603365739,TRUE,Unsupported -> Supported negative,TRUE,FALSE,FALSE,FALSE
Ficedula_parva__Athene_noctua,Ficedula_parva,Athene_noctua,Flycatchers,Owls,Flycatchers,Owls,Flycatchers | Owls,Between guild,0.4013581914485223,-0.2272016071683192,-0.5797314855627826,0.857,0.121,0.064,0.143,0.879,0.936,Unsupported,Unsupported,Unsupported,-0.6285597986168415,-0.9810896770113049,0.9810896770113049,TRUE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
