effect_scale,trait_family,trait_value,variable,variable_label,n_observations,n_species,signed_beta_slope,signed_beta_p_value,signed_beta_r_squared,beta_strength_slope,beta_strength_p_value,beta_strength_r_squared,mean_1970s,mean_2010s,mean_2010s_minus_1970s,significance,sig_label
Unscaled beta,Foraging guild,Grazing waterfowl,perc_pasture,Pasture,6,2,0.7464533740293096,0.2067950361957294,0.36150956174165655,0.7464533740293096,0.2067950361957294,0.36150956174165655,0.7859703278977133,2.2788770759563315,1.4929067480586182,ns,
Unscaled beta,Foraging guild,Grazing waterfowl,perc_urban,Urban,6,2,0.1753071336119663,0.41444936081979183,0.17141572719944317,0.19119700377942836,0.3531395997676249,0.21593461123190172,0.13706527616931763,0.48767954339325015,0.3506142672239325,ns,
Unscaled beta,Foraging guild,Grazing waterfowl,prec_breeding,Precipitation,6,2,0.010543291681108322,0.012906252709083209,0.820381225097867,-0.009879259937381202,0.01352294902312345,0.8162867398912137,-0.022316002860096416,-0.0012294194978797828,0.021086583362216634,*,*
Unscaled beta,Foraging guild,Grazing waterfowl,tmean_breeding,Temperature,6,2,-0.4125859736096475,0.27612376753521944,0.2841743328317895,-0.34258334351635067,0.33970320338205817,0.22675813509156237,0.7551693171259972,-0.07000263009329685,-0.8251719472192941,ns,
Unscaled beta,Foraging guild,Gulls,hh,"Habitat
heterogeneity",15,5,0.18195622284138302,0.3645003932096743,0.06360651267119959,0.18195622284138302,0.3645003932096743,0.06360651267119959,1.0514727280048308,1.4153851736875964,0.3639124456827656,ns,
Unscaled beta,Foraging guild,Gulls,perc_cropland,Cropland,15,5,0.026473539339079803,0.9219707810621475,7.666528283881586e-4,-0.026473539339079803,0.9219707810621475,7.666528283881586e-4,-1.739523942335556,-1.686576863657396,0.052947078678160064,ns,
Unscaled beta,Foraging guild,Gulls,perc_forest,Forest,15,5,0.03743047837664085,0.9248265375678001,7.114189544954559e-4,-0.02799436120794975,0.9431809844807857,4.059733948575735e-4,-1.8575186796946783,-1.782657722941396,0.0748609567532823,ns,
Unscaled beta,Foraging guild,Gulls,perc_grass_shrub,"Grass/
shrubland",15,5,-0.9118355363948016,0.05051013852334502,0.2631733315314812,0.5700215563576099,0.08840952847800848,0.20696225576511615,-0.11258507437582685,-1.9362561471654298,-1.823671072789603,.,.
Unscaled beta,Foraging guild,Gulls,perc_pasture,Pasture,15,5,0.20766706858430395,0.49452414065888506,0.03661202578818078,0.2098707711202154,0.38320451075741535,0.05896127970617127,-0.19545579015744502,0.2198783470111631,0.4153341371686081,ns,
Unscaled beta,Foraging guild,Gulls,perc_urban,Urban,15,5,1.586898723203231,3.0650770657179307e-4,0.6458570187980347,-0.5022864744591733,0.0933836296160999,0.20136991761556966,-2.3083420347122328,0.8654554116942297,3.1737974464064624,***,***
Unscaled beta,Foraging guild,Gulls,prec_breeding,Precipitation,15,5,0.0026182167865310825,0.4801474663022487,0.03906184669400945,-0.0020756187382120297,0.5181213388555762,0.032829222402116866,-0.009170956986023437,-0.003934523412961266,0.005236433573062171,ns,
Unscaled beta,Foraging guild,Gulls,tmean_breeding,Temperature,15,5,0.25671893203609486,0.17733434805479587,0.13532340103469612,0.04336178385880242,0.7444972820674514,0.008454107029967512,-0.040853115526693844,0.47258474854549604,0.5134378640721898,ns,
Unscaled beta,Foraging guild,Kingfishers,hh,"Habitat
heterogeneity",3,1,0.29776905306270207,0.2746042101431644,0.825196521403776,0.29776905306270207,0.2746042101431644,0.825196521403776,0.05175826332357589,0.6472963694489801,0.5955381061254041,ns,
Unscaled beta,Foraging guild,Kingfishers,perc_cropland,Cropland,3,1,0.1780467810603804,0.8077185492557897,0.08848465273659392,0.1780467810603804,0.8077185492557897,0.08848465273659392,0.7185245394697365,1.074618101590498,0.3560935621207616,ns,
Unscaled beta,Foraging guild,Kingfishers,perc_forest,Forest,3,1,-0.1515815913490764,0.7823582908428545,0.11239270358231256,-0.1515815913490764,0.7823582908428545,0.11239270358231256,2.832507937921709,2.529344755223558,-0.3031631826981509,ns,
Unscaled beta,Foraging guild,Kingfishers,perc_grass_shrub,"Grass/
shrubland",3,1,-0.7115937067355337,0.4451445375602534,0.585740882980998,-0.7115937067355337,0.4451445375602534,0.585740882980998,3.683955304535225,2.2607678910641607,-1.4231874134710645,ns,
Unscaled beta,Foraging guild,Kingfishers,perc_pasture,Pasture,3,1,1.4259714563769617,0.3889727902575129,0.6708862217898397,-0.2528261222057298,0.07395158674026617,0.986566770373473,-1.6787975785826912,1.1731453341712321,2.8519429127539233,ns,
Unscaled beta,Foraging guild,Kingfishers,perc_urban,Urban,3,1,0.31297934701993346,0.6488880719880915,0.27456237500855724,0.31297934701993346,0.6488880719880915,0.27456237500855724,1.7874590561341974,2.413417750174065,0.6259586940398676,ns,
Unscaled beta,Foraging guild,Kingfishers,prec_breeding,Precipitation,3,1,-0.0166205029674536,0.08595322376490871,0.9818814448161557,-0.01287076542285371,0.21070884476710253,0.8943940853172617,0.02949126839030729,-0.0037497375445998877,-0.033241005934907177,.,.
Unscaled beta,Foraging guild,Kingfishers,tmean_breeding,Temperature,3,1,0.09692481393595426,0.5438940646845993,0.4312696740288339,0.09692481393595426,0.5438940646845993,0.4312696740288339,0.5287435943012313,0.72259322217314,0.19384962787190874,ns,
Unscaled beta,Foraging guild,Low flycatching feeders,hh,"Habitat
heterogeneity",27,9,0.11570118813300624,0.02367645682131237,0.18843255623912825,0.07008826118986718,0.13202194883963012,0.08840616743915566,0.011897034680774514,0.24329941094678695,0.23140237626601243,*,*
Unscaled beta,Foraging guild,Low flycatching feeders,perc_cropland,Cropland,27,9,0.1926737066593328,0.16775383733840582,0.074705374777792,0.1060062435010382,0.2917018865922317,0.04435102055330595,0.29027476731875135,0.6756221806374171,0.38534741331866573,ns,
Unscaled beta,Foraging guild,Low flycatching feeders,perc_forest,Forest,27,9,0.2606405386208281,0.4204012595692307,0.026143171861366797,0.20309325823018223,0.5049272799579793,0.017977618876874376,1.3474747517835624,1.8687558290252189,0.5212810772416565,ns,
Unscaled beta,Foraging guild,Low flycatching feeders,perc_grass_shrub,"Grass/
shrubland",27,9,0.5234581151949468,0.1407774485207874,0.084712323024008,0.9071475956792447,0.0010459364319228752,0.3547591666041501,0.4723059478359875,1.5192221782258806,1.0469162303898931,ns,
Unscaled beta,Foraging guild,Low flycatching feeders,perc_pasture,Pasture,27,9,0.4572018962443947,0.04976560632305269,0.14533124669642997,0.4189579813263635,0.03695888184047148,0.16268475404785937,0.4689668610666625,1.3833706535554517,0.9144037924887892,*,*
Unscaled beta,Foraging guild,Low flycatching feeders,perc_urban,Urban,27,9,0.1484265977731358,0.5275655495151654,0.016153193931777107,0.1719958764089822,0.4061494121455038,0.027765118368253724,1.1719262424534806,1.468779437999752,0.29685319554627143,ns,
Unscaled beta,Foraging guild,Low flycatching feeders,prec_breeding,Precipitation,27,9,0.003136080068262464,0.20210825549053738,0.06423403917080614,-0.001865688120357437,0.32961153373231045,0.03803976949563759,-0.009386881774290406,-0.0031147216377654776,0.006272160136524928,ns,
Unscaled beta,Foraging guild,Low flycatching feeders,tmean_breeding,Temperature,27,9,0.1369760853446415,0.3768765004924651,0.031361416850973274,-0.06917964722073329,0.5037970543251353,0.01807233166562193,-0.1254930733339896,0.14845909735529325,0.27395217068928285,ns,
Unscaled beta,Foraging guild,Marsh warblers,hh,"Habitat
heterogeneity",18,6,0.4019373416660172,9.419771944910281e-4,0.5054014163234865,0.3974254712026667,9.578797649777758e-4,0.5044149525521936,0.2384559917185583,1.0423306750505927,0.8038746833320345,***,***
Unscaled beta,Foraging guild,Marsh warblers,perc_cropland,Cropland,18,6,0.20340521585289473,0.1563310121703944,0.12148654761248771,0.2544030537318818,0.040021720477530186,0.2379349183531381,0.11701755565695851,0.5238279873627482,0.4068104317057897,ns,
Unscaled beta,Foraging guild,Marsh warblers,perc_forest,Forest,18,6,0.012379914351618336,0.9410668270761801,3.5236798041236834e-4,0.22541621089386935,0.073974683752603,0.1859638370770371,0.12775929001947708,0.15251911872271384,0.024759828703236758,ns,
Unscaled beta,Foraging guild,Marsh warblers,perc_grass_shrub,"Grass/
shrubland",18,6,-0.3622985763575446,0.2917345208151794,0.06915743433797025,0.15672877980894193,0.5416441209864156,0.023732167149245677,0.6982172640088544,-0.026379888706234682,-0.7245971527150891,ns,
Unscaled beta,Foraging guild,Marsh warblers,perc_pasture,Pasture,18,6,0.7915193077801133,0.004116528486065619,0.4114248522134999,0.7904725763135514,0.004136268768776899,0.41109618162993455,0.37081832097758793,1.953856936537814,1.583038615560226,**,**
Unscaled beta,Foraging guild,Marsh warblers,perc_urban,Urban,18,6,0.08377668901572806,0.7340622124140024,0.007414452214927038,0.09850814482221708,0.6851089644677595,0.010546662740314298,0.44149626970954714,0.6090496477410035,0.1675533780314563,ns,
Unscaled beta,Foraging guild,Marsh warblers,prec_breeding,Precipitation,18,6,-6.21639106976831e-5,0.9861519252192468,1.9425892113522393e-5,-0.0022238057753489623,0.42876306070950343,0.03956871656117834,-0.014765961752181778,-0.014890289573577145,-1.2432782139536712e-4,ns,
Unscaled beta,Foraging guild,Marsh warblers,tmean_breeding,Temperature,18,6,0.412751870551028,0.020080598366181306,0.2940396625127072,0.412751870551028,0.020080598366181306,0.2940396625127072,0.8469991177158492,1.6725028588179056,0.8255037411020564,*,*
Unscaled beta,Foraging guild,Nigthjars,hh,"Habitat
heterogeneity",3,1,0.7524331473821005,0.053268848330587995,0.9930149008928041,0.7524331473821005,0.053268848330587995,0.9930149008928041,6.316845339845617e-4,1.5054979792981853,1.5048662947642006,.,.
Unscaled beta,Foraging guild,Nigthjars,perc_cropland,Cropland,3,1,-0.7209345924641948,0.027171169473972644,0.9981794915673486,0.7209345924641948,0.027171169473972644,0.9981794915673486,-0.0720265021750265,-1.5138956871034155,-1.441869184928389,*,*
Unscaled beta,Foraging guild,Nigthjars,perc_forest,Forest,3,1,0.20653624503481563,0.312075537692476,0.7783392466050348,0.20653624503481563,0.312075537692476,0.7783392466050348,2.906466999047404,3.319539489117036,0.4130724900696321,ns,
Unscaled beta,Foraging guild,Nigthjars,perc_grass_shrub,"Grass/
shrubland",3,1,-0.25979527595109725,0.09122329655259612,0.979607203133971,-0.06910689519697712,0.7211945818419647,0.17984442737126025,0.3289021711480742,-0.19068838075411998,-0.5195905519021942,.,.
Unscaled beta,Foraging guild,Nigthjars,perc_pasture,Pasture,3,1,-0.34488006391752585,0.6703197619984338,0.24504708627915894,-0.34488006391752585,0.6703197619984338,0.24504708627915894,1.2176858367189975,0.5279257088839465,-0.689760127835051,ns,
Unscaled beta,Foraging guild,Nigthjars,perc_urban,Urban,3,1,-1.4122333251994883,0.38722712730353565,0.6734605994408583,1.4122333251994883,0.38722712730353565,0.6734605994408583,-0.3034553040491132,-3.127921954448089,-2.824466650398976,ns,
Unscaled beta,Foraging guild,Nigthjars,prec_breeding,Precipitation,3,1,-0.006666736165327618,0.3882452773324293,0.6719597343952232,-0.006666736165327618,0.3882452773324293,0.6719597343952232,0.01565505885280557,0.0023215865221503347,-0.013333472330655235,ns,
Unscaled beta,Foraging guild,Nigthjars,tmean_breeding,Temperature,3,1,0.012232486109948726,0.872228444625262,0.03974375430571872,-0.011859953289317608,0.8755866847139144,0.03770835198994652,-0.02409243939926628,3.7253282063111104e-4,0.02446497221989739,ns,
Unscaled beta,Foraging guild,Omnivorous corvids,hh,"Habitat
heterogeneity",21,7,0.0012895328703017195,0.9913926384537513,6.288475687925824e-6,-0.04603029812167889,0.6009372207531113,0.014673754240812884,0.16183340232527005,0.16441246806587342,0.0025790657406033757,ns,
Unscaled beta,Foraging guild,Omnivorous corvids,perc_cropland,Cropland,21,7,-0.03770018704213517,0.7455493257138671,0.0056740715936448,0.003651966145183919,0.9690559371522259,8.131011567276618e-5,0.6705660138937486,0.5951656398094781,-0.07540037408427047,ns,
Unscaled beta,Foraging guild,Omnivorous corvids,perc_forest,Forest,21,7,-0.2021244809630785,0.5171387571054877,0.022416370167377003,-0.12155760968162815,0.5842698078905546,0.01604621537894603,1.002767188201171,0.5985182262750143,-0.4042489619261568,ns,
Unscaled beta,Foraging guild,Omnivorous corvids,perc_grass_shrub,"Grass/
shrubland",21,7,-0.025730658878710958,0.8542755356402887,0.0018210825713555884,0.005921069697120845,0.9579356001886843,1.5031041724676233e-4,0.400313992436434,0.3488526746790118,-0.05146131775742219,ns,
Unscaled beta,Foraging guild,Omnivorous corvids,perc_pasture,Pasture,21,7,-0.10826551751050432,0.4752567639013048,0.027165301068006405,-0.12445645688721142,0.3533758015287335,0.045468650657672645,0.6217216247363732,0.4051905897153647,-0.21653103502100846,ns,
Unscaled beta,Foraging guild,Omnivorous corvids,perc_urban,Urban,21,7,0.6474828087335452,0.1878468056683649,0.08944300135636406,0.49013648826753253,0.28561645405083863,0.059740900866792075,1.0808728323584451,2.3758384498255354,1.2949656174670903,ns,
Unscaled beta,Foraging guild,Omnivorous corvids,prec_breeding,Precipitation,21,7,-0.0027044328708059726,0.5486221858252689,0.01925249488044901,-0.002730735263651285,0.38347281714249415,0.04020677961930962,0.006412711714411842,0.0010038459727999016,-0.005408865741611941,ns,
Unscaled beta,Foraging guild,Omnivorous corvids,tmean_breeding,Temperature,21,7,-0.1982224276948583,0.6632103948926156,0.010194904480462392,-0.04820249388380193,0.8643952494725823,0.0015747440932152427,0.18827757037713952,-0.20816728501257725,-0.39644485538971674,ns,
Unscaled beta,Foraging guild,Open-land insectivores,hh,"Habitat
heterogeneity",18,6,-0.04192716297714217,0.7472000530603119,0.0066771640419030776,-0.0990250474876525,0.3903413174139633,0.04646037533896757,0.38744588354583437,0.3035915575915499,-0.08385432595428449,ns,
Unscaled beta,Foraging guild,Open-land insectivores,perc_cropland,Cropland,18,6,0.16314258867753612,0.38950442990081935,0.04662080279558381,0.1754286467406013,0.1677265347253293,0.11545298328222608,0.005730445252684245,0.3320156226077564,0.3262851773550722,ns,
Unscaled beta,Foraging guild,Open-land insectivores,perc_forest,Forest,18,6,0.20975623995632073,0.6415681992775413,0.013875513898792052,0.2490586016307897,0.34079860256558936,0.056825522060793617,0.40707154527155187,0.8265840251841936,0.41951247991264173,ns,
Unscaled beta,Foraging guild,Open-land insectivores,perc_grass_shrub,"Grass/
shrubland",18,6,0.4114331762302273,0.2341088923575855,0.08722617830822064,0.4533357273408733,0.12048831067246117,0.1439277590834273,0.2739018314282303,1.0967681838886847,0.8228663524604544,ns,
Unscaled beta,Foraging guild,Open-land insectivores,perc_pasture,Pasture,18,6,0.5466181903215619,0.03517317985055375,0.24864310781762206,0.5260597233041717,0.02310553168465819,0.28285009808538736,0.07414244891713523,1.1673788295602587,1.0932363806431236,*,*
Unscaled beta,Foraging guild,Open-land insectivores,perc_urban,Urban,18,6,-0.06860480803319557,0.7952808411124637,0.004331459514869852,0.14341317991039124,0.3913477455565437,0.04626806284063132,-0.07005669368162976,-0.2072663097480209,-0.13720961606639115,ns,
Unscaled beta,Foraging guild,Open-land insectivores,prec_breeding,Precipitation,18,6,-0.0019458322632506528,0.6117758647369687,0.016472617980656606,-0.004302191031624637,0.06789777710832637,0.19330136428816508,-0.0020024137257621025,-0.005894078252263403,-0.003891664526501301,ns,
Unscaled beta,Foraging guild,Open-land insectivores,tmean_breeding,Temperature,18,6,-0.13282949628946286,0.6328996982375679,0.014603396606961267,-0.019122168052276716,0.9382741506860456,3.866164398405541e-4,0.9040922959093265,0.638433303330401,-0.26565899257892545,ns,
Unscaled beta,Foraging guild,Orioles,hh,"Habitat
heterogeneity",3,1,0.5703577723667566,0.20588910407583844,0.8990022228164424,0.5703577723667566,0.20588910407583844,0.8990022228164424,0.15241887730477477,1.2931344220382877,1.1407155447335129,ns,
Unscaled beta,Foraging guild,Orioles,perc_cropland,Cropland,3,1,-0.15879834201808402,0.7175118317518783,0.18430918969376744,0.15879834201808402,0.7175118317518783,0.18430918969376744,-0.13607714503900553,-0.45367382907517373,-0.3175966840361682,ns,
Unscaled beta,Foraging guild,Orioles,perc_forest,Forest,3,1,-0.0015085352616744966,0.9887592863881236,3.117327187224618e-4,-0.001508535261674502,0.9887545726148388,3.119941954659178e-4,0.14944190391727544,0.14642483339392645,-0.003017070523348986,ns,
Unscaled beta,Foraging guild,Orioles,perc_grass_shrub,"Grass/
shrubland",3,1,-0.0038199236767159704,0.9929102782751924,1.2401670216421226e-4,-0.0038199236767159704,0.9929102782751924,1.2401670216421226e-4,0.03435665851156749,0.02671681115813578,-0.007639847353431709,ns,
Unscaled beta,Foraging guild,Orioles,perc_pasture,Pasture,3,1,0.24929160822672886,0.9146404786553308,0.01787061665735356,-0.24929160822672886,0.9146404786553308,0.01787061665735356,-0.6417045261644025,-0.14312130971094608,0.4985832164534565,ns,
Unscaled beta,Foraging guild,Orioles,perc_urban,Urban,3,1,-0.10171377838782568,0.5658794151413937,0.39725406016747694,0.10171377838782568,0.5658794151413937,0.39725406016747694,-2.095951907281167,-2.2993794640568193,-0.20342755677565227,ns,
Unscaled beta,Foraging guild,Orioles,prec_breeding,Precipitation,3,1,-0.0025372813780099777,0.48474305228838876,0.5239563820984637,0.0025372813780099777,0.48474305228838876,0.5239563820984637,-0.010506437236669589,-0.01558099999268955,-0.005074562756019961,ns,
